# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CORO1C	ENSCAFG00000011301	ENSCAFT00000017981	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CORO1C	ENSCAFG00000011301	ENSCAFT00000035670	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CORO2A	ENSCAFG00000002477	ENSCAFT00000003912	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CORO2B	ENSCAFG00000017498	ENSCAFT00000027724	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
CORO6	ENSCAFG00000018960	ENSCAFT00000030118	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0
CORO6	ENSCAFG00000018960	ENSCAFT00000030119	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0
COTL1	ENSCAFG00000032529	ENSCAFT00000046781	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
COX1	ENSCAFG00000022723	ENSCAFT00000034830	protein_coding	0	1	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
COX10	ENSCAFG00000017899	ENSCAFT00000028403	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX11	ENSCAFG00000017347	ENSCAFT00000027487	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
COX18	ENSCAFG00000002962	ENSCAFT00000004743	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
COX3	ENSCAFG00000022730	ENSCAFT00000034837	protein_coding	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
COX5A	ENSCAFG00000017977	ENSCAFT00000028552	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
COX6A2	ENSCAFG00000016887	ENSCAFT00000026740	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CP	ENSCAFG00000008324	ENSCAFT00000013215	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
CPA5	ENSCAFG00000001486	ENSCAFT00000002316	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPAMD8	ENSCAFG00000015590	ENSCAFT00000024724	protein_coding	0	4	0	10	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	1	0	0	0	0	3	0
CPB2	ENSCAFG00000004499	ENSCAFT00000007266	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CPD	ENSCAFG00000019016	ENSCAFT00000030201	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CPE	ENSCAFG00000008861	ENSCAFT00000014070	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CPE	ENSCAFG00000008861	ENSCAFT00000045642	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
CPEB4	ENSCAFG00000016761	ENSCAFT00000026541	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CPEB4	ENSCAFG00000016761	ENSCAFT00000045015	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CPED1	ENSCAFG00000003492	ENSCAFT00000005616	protein_coding	0	0	1	8	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0
CPLX3	ENSCAFG00000017956	ENSCAFT00000028507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CPM	ENSCAFG00000000420	ENSCAFT00000000665	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CPN1	ENSCAFG00000009571	ENSCAFT00000015204	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPN1	ENSCAFG00000009571	ENSCAFT00000039484	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPN2	ENSCAFG00000031679	ENSCAFT00000049465	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNE1	ENSCAFG00000031721	ENSCAFT00000013153	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPNE2	ENSCAFG00000008855	ENSCAFT00000014118	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPNE3	ENSCAFG00000008849	ENSCAFT00000014084	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPNE5	ENSCAFG00000001423	ENSCAFT00000002211	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0
CPNE5	ENSCAFG00000001423	ENSCAFT00000002212	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0
CPNE7	ENSCAFG00000019834	ENSCAFT00000031552	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPNE7	ENSCAFG00000019834	ENSCAFT00000031557	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CPNE8	ENSCAFG00000010406	ENSCAFT00000016572	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CPNE9	ENSCAFG00000005432	ENSCAFT00000008745	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPO	ENSCAFG00000013469	ENSCAFT00000021360	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
CPPED1	ENSCAFG00000030194	ENSCAFT00000047642	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CPQ	ENSCAFG00000009482	ENSCAFT00000039387	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPS1	ENSCAFG00000013966	ENSCAFT00000022222	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0
CPSF1	ENSCAFG00000001600	ENSCAFT00000002514	protein_coding	0	2	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
CPSF1	ENSCAFG00000001600	ENSCAFT00000043656	protein_coding	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
CPSF3	ENSCAFG00000003375	ENSCAFT00000005417	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPSF4	ENSCAFG00000015036	ENSCAFT00000023887	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CPSF4	ENSCAFG00000015036	ENSCAFT00000023892	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CPSF4	ENSCAFG00000015036	ENSCAFT00000043832	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CPSF6	ENSCAFG00000000424	ENSCAFT00000048094	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPSF7	ENSCAFG00000016152	ENSCAFT00000025637	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPSF7	ENSCAFG00000016152	ENSCAFT00000038324	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPT1B	ENSCAFG00000000586	ENSCAFT00000000910	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CPT1C	ENSCAFG00000003568	ENSCAFT00000005746	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CPT2	ENSCAFG00000019174	ENSCAFT00000030436	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CPVL	ENSCAFG00000003017	ENSCAFT00000004847	protein_coding	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0
CPVL	ENSCAFG00000003017	ENSCAFT00000004848	protein_coding	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0
CPXM2	ENSCAFG00000012718	ENSCAFT00000020154	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
CPXM2	ENSCAFG00000012718	ENSCAFT00000046613	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CPZ	ENSCAFG00000014583	ENSCAFT00000023163	protein_coding	0	2	3	4	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	1	0	0	0	0	1	0
CRABP2	ENSCAFG00000016755	ENSCAFT00000026528	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
CRACR2A	ENSCAFG00000015404	ENSCAFT00000024428	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRACR2B	ENSCAFG00000009553	ENSCAFT00000015167	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRAMP1	ENSCAFG00000014270	ENSCAFT00000022684	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CRAT	ENSCAFG00000019996	ENSCAFT00000031823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRAT	ENSCAFG00000019996	ENSCAFT00000046977	protein_coding	0	0	0	7	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
CRB1	ENSCAFG00000011365	ENSCAFT00000018057	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CRB1	ENSCAFG00000011365	ENSCAFT00000039475	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CREB3	ENSCAFG00000002203	ENSCAFT00000003466	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CREB3L2	ENSCAFG00000013481	ENSCAFT00000021383	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CREB3L3	ENSCAFG00000019126	ENSCAFT00000030377	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CREB3L3	ENSCAFG00000019126	ENSCAFT00000045248	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CREBBP	ENSCAFG00000019251	ENSCAFT00000030570	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CREBBP	ENSCAFG00000019251	ENSCAFT00000044601	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CREBZF	ENSCAFG00000025351	ENSCAFT00000039354	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CREBZF	ENSCAFG00000025351	ENSCAFT00000048093	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CREG1	ENSCAFG00000015414	ENSCAFT00000024443	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CREG1	ENSCAFG00000015414	ENSCAFT00000047236	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRELD1	ENSCAFG00000032499	ENSCAFT00000036518	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
CREM	ENSCAFG00000003685	ENSCAFT00000005928	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CREM	ENSCAFG00000003685	ENSCAFT00000005931	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CREM	ENSCAFG00000003685	ENSCAFT00000047121	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CRHBP	ENSCAFG00000009274	ENSCAFT00000014739	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRHR2	ENSCAFG00000003097	ENSCAFT00000004972	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CRIM1	ENSCAFG00000005886	ENSCAFT00000009500	protein_coding	0	2	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0
CRIP2	ENSCAFG00000018438	ENSCAFT00000029280	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
CRISP2	ENSCAFG00000023105	ENSCAFT00000003374	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRISP2	ENSCAFG00000023105	ENSCAFT00000003376	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRISPLD2	ENSCAFG00000019943	ENSCAFT00000031730	protein_coding	0	1	1	4	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0
CRKL	ENSCAFG00000015188	ENSCAFT00000024123	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CRLF1	ENSCAFG00000014698	ENSCAFT00000023344	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRLF2	ENSCAFG00000011034	ENSCAFT00000017557	protein_coding	0	1	1	7	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	1	0
CRLF3	ENSCAFG00000018492	ENSCAFT00000029361	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CRLS1	ENSCAFG00000005934	ENSCAFT00000009586	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRNKL1	ENSCAFG00000005333	ENSCAFT00000008599	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRNKL1	ENSCAFG00000005333	ENSCAFT00000047479	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CROCC	ENSCAFG00000015879	ENSCAFT00000025161	protein_coding	0	8	4	18	0	0	0	0	0	0	0	4	0	0	15	4	0	0	0	0	1	0	0	0	0	7	0
CROCC	ENSCAFG00000015879	ENSCAFT00000047339	protein_coding	0	9	4	17	0	0	0	0	0	0	0	4	0	0	15	4	0	0	0	0	2	0	0	0	0	7	0
CROCC2	ENSCAFG00000031521	ENSCAFT00000046767	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
CROT	ENSCAFG00000001827	ENSCAFT00000002881	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
CROT	ENSCAFG00000001827	ENSCAFT00000045514	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
CRP	ENSCAFG00000011787	ENSCAFT00000018706	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRTAC1	ENSCAFG00000009271	ENSCAFT00000014776	protein_coding	0	1	1	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2
CRTAC1	ENSCAFG00000009271	ENSCAFT00000046184	protein_coding	0	1	1	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2
CRTAM	ENSCAFG00000011705	ENSCAFT00000018571	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRTC2	ENSCAFG00000017402	ENSCAFT00000027576	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CRY1	ENSCAFG00000001797	ENSCAFT00000002826	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
CRY2	ENSCAFG00000009379	ENSCAFT00000014927	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CRYAA	ENSCAFG00000010584	ENSCAFT00000016823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRYAB	ENSCAFG00000014074	ENSCAFT00000022349	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CRYBB1	ENSCAFG00000011779	ENSCAFT00000018721	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CRYBB1	ENSCAFG00000011779	ENSCAFT00000044718	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CRYBB1	ENSCAFG00000011779	ENSCAFT00000046595	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CRYBB2	ENSCAFG00000023827	ENSCAFT00000018382	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRYGB	ENSCAFG00000032653	ENSCAFT00000021531	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRYGC	ENSCAFG00000029708	ENSCAFT00000043262	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CRYL1	ENSCAFG00000007288	ENSCAFT00000011676	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CSAD	ENSCAFG00000007077	ENSCAFT00000011345	protein_coding	0	0	1	6	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	2
CSAD	ENSCAFG00000007077	ENSCAFT00000046615	protein_coding	0	0	0	7	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
CSDC2	ENSCAFG00000001051	ENSCAFT00000001614	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSDE1	ENSCAFG00000009618	ENSCAFT00000015306	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSF1	ENSCAFG00000019798	ENSCAFT00000031496	protein_coding	0	1	1	6	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	1
CSF1	ENSCAFG00000019798	ENSCAFT00000036686	protein_coding	0	1	1	6	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	1	0
CSF1R	ENSCAFG00000018219	ENSCAFT00000028942	protein_coding	0	2	1	7	0	0	1	0	0	0	0	0	0	0	7	1	0	0	0	0	2	0	0	0	0	1	0
CSF2RA	ENSCAFG00000011041	ENSCAFT00000017564	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
CSF2RA	ENSCAFG00000011041	ENSCAFT00000037166	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
CSF2RB	ENSCAFG00000001519	ENSCAFT00000002369	protein_coding	0	2	0	5	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	2	0
CSGALNACT1	ENSCAFG00000005337	ENSCAFT00000008601	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
CSGALNACT2	ENSCAFG00000007056	ENSCAFT00000011315	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CSK	ENSCAFG00000017945	ENSCAFT00000028485	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CSMD1	ENSCAFG00000008686	ENSCAFT00000013885	protein_coding	0	2	1	15	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	2	0
CSMD1	ENSCAFG00000008686	ENSCAFT00000013889	protein_coding	0	2	1	15	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	2	0
CSMD2	ENSCAFG00000003651	ENSCAFT00000005882	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0
CSMD2	ENSCAFG00000003651	ENSCAFT00000048078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CSMD2	ENSCAFG00000003651	ENSCAFT00000048955	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
CSMD3	ENSCAFG00000000786	ENSCAFT00000001231	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
CSMD3	ENSCAFG00000000786	ENSCAFT00000001238	protein_coding	0	2	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0
CSN1S1	ENSCAFG00000030389	ENSCAFT00000043007	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
CSN2	ENSCAFG00000002881	ENSCAFT00000004606	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CSNK1D	ENSCAFG00000006059	ENSCAFT00000009817	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
CSNK1D	ENSCAFG00000006059	ENSCAFT00000009819	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
CSNK1D	ENSCAFG00000006059	ENSCAFT00000009821	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
CSNK1G1	ENSCAFG00000017079	ENSCAFT00000027047	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CSNK1G1	ENSCAFG00000017079	ENSCAFT00000027049	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CSNK1G1	ENSCAFG00000017079	ENSCAFT00000027051	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CSNK2A2	ENSCAFG00000008514	ENSCAFT00000013508	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CSNK2B	ENSCAFG00000000604	ENSCAFT00000037840	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
CSRNP2	ENSCAFG00000007860	ENSCAFT00000012550	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSRNP3	ENSCAFG00000032100	ENSCAFT00000045291	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CSRP1	ENSCAFG00000029227	ENSCAFT00000049230	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CSRP2	ENSCAFG00000023594	ENSCAFT00000036373	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
