# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DSC1b	ENSCAFG00000018070	ENSCAFT00000028731	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DSC1b	ENSCAFG00000018070	ENSCAFT00000044967	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCAML1	ENSCAFG00000012923	ENSCAFT00000020576	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DSP	ENSCAFG00000009570	ENSCAFT00000015201	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DSP	ENSCAFG00000009570	ENSCAFT00000049667	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DST	ENSCAFG00000002413	ENSCAFT00000003820	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DST	ENSCAFG00000002413	ENSCAFT00000043203	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DTNA	ENSCAFG00000017951	ENSCAFT00000028522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DTX3	ENSCAFG00000023380	ENSCAFT00000035912	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTX4	ENSCAFG00000007651	ENSCAFT00000012238	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP3	ENSCAFG00000028570	ENSCAFT00000047742	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DUT	ENSCAFG00000014277	ENSCAFT00000022692	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DVL2	ENSCAFG00000016066	ENSCAFT00000025527	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DXO	ENSCAFG00000000694	ENSCAFT00000001079	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DYM	ENSCAFG00000019062	ENSCAFT00000030276	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DYRK1B	ENSCAFG00000005428	ENSCAFT00000008733	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DYSF	ENSCAFG00000009033	ENSCAFT00000014361	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
DYSF	ENSCAFG00000009033	ENSCAFT00000049149	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
DYTN	ENSCAFG00000024719	ENSCAFT00000038162	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DYTN	ENSCAFG00000024719	ENSCAFT00000046201	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
E2F8	ENSCAFG00000009431	ENSCAFT00000015005	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EBF3	ENSCAFG00000013267	ENSCAFT00000021050	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EBF4	ENSCAFG00000006631	ENSCAFT00000010680	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EBI3	ENSCAFG00000019114	ENSCAFT00000030356	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBI3	ENSCAFG00000019114	ENSCAFT00000048800	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ECE2	ENSCAFG00000012533	ENSCAFT00000019897	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ECE2	ENSCAFG00000012533	ENSCAFT00000019958	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ECHDC1	ENSCAFG00000001069	ENSCAFT00000001635	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EDARADD	ENSCAFG00000011040	ENSCAFT00000017577	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EDIL3	ENSCAFG00000008467	ENSCAFT00000013454	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EEF1A1	ENSCAFG00000002656	ENSCAFT00000004182	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EEF2K	ENSCAFG00000017716	ENSCAFT00000028109	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EEFSEC	ENSCAFG00000004135	ENSCAFT00000006626	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EFCAB10	ENSCAFG00000004035	ENSCAFT00000006430	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EFCAB10	ENSCAFG00000004035	ENSCAFT00000006466	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EFCAB14	ENSCAFG00000004212	ENSCAFT00000006756	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EFCC1	ENSCAFG00000004343	ENSCAFT00000006971	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
EFHC1	ENSCAFG00000002210	ENSCAFT00000003474	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EFHC1	ENSCAFG00000002210	ENSCAFT00000035307	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EFR3A	ENSCAFG00000001100	ENSCAFT00000001676	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EFR3B	ENSCAFG00000004136	ENSCAFT00000006641	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EGR2	ENSCAFG00000013049	ENSCAFT00000020697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EGR2	ENSCAFG00000013049	ENSCAFT00000043849	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EHBP1L1	ENSCAFG00000013463	ENSCAFT00000021355	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EHBP1L1	ENSCAFG00000013463	ENSCAFT00000043667	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EHD4	ENSCAFG00000009869	ENSCAFT00000015689	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
EHMT1	ENSCAFG00000019390	ENSCAFT00000030827	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EI24	ENSCAFG00000010898	ENSCAFT00000017324	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF1	ENSCAFG00000029584	ENSCAFT00000044592	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF1B	ENSCAFG00000029183	ENSCAFT00000046935	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF2A	ENSCAFG00000008407	ENSCAFT00000013362	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
EIF2AK1	ENSCAFG00000015665	ENSCAFT00000024820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF2AK1	ENSCAFG00000015665	ENSCAFT00000050124	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF2AK3	ENSCAFG00000007383	ENSCAFT00000011840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF2AK4	ENSCAFG00000008775	ENSCAFT00000014032	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EIF3B	ENSCAFG00000016418	ENSCAFT00000026037	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EIF3H	ENSCAFG00000000816	ENSCAFT00000001282	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
EIF3H	ENSCAFG00000000816	ENSCAFT00000047451	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
EIF4A1	ENSCAFG00000016632	ENSCAFT00000026357	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF4E2	ENSCAFG00000012558	ENSCAFT00000019924	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF4ENIF1	ENSCAFG00000013163	ENSCAFT00000020905	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF5A2	ENSCAFG00000029203	ENSCAFT00000046382	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF5B	ENSCAFG00000002278	ENSCAFT00000003577	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EIF5B	ENSCAFG00000002278	ENSCAFT00000049978	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ENSCAFG00000003927	ENSCAFT00000006315	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ELK1	ENSCAFG00000015178	ENSCAFT00000024086	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELMO1	ENSCAFG00000003272	ENSCAFT00000005255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ELMO2	ENSCAFG00000010313	ENSCAFT00000016446	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ELMSAN1	ENSCAFG00000016864	ENSCAFT00000026701	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ELOVL2	ENSCAFG00000009756	ENSCAFT00000015494	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL4	ENSCAFG00000030132	ENSCAFT00000047184	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EMC1	ENSCAFG00000015221	ENSCAFT00000024167	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EMC1	ENSCAFG00000015221	ENSCAFT00000045340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EMC8	ENSCAFG00000019922	ENSCAFT00000031694	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EMC9	ENSCAFG00000011956	ENSCAFT00000018991	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMID1	ENSCAFG00000012106	ENSCAFT00000019222	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
EMID1	ENSCAFG00000012106	ENSCAFT00000019225	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
EMILIN2	ENSCAFG00000018427	ENSCAFT00000029258	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
EML1	ENSCAFG00000017867	ENSCAFT00000028368	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EML1	ENSCAFG00000017867	ENSCAFT00000028371	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EML4	ENSCAFG00000006510	ENSCAFT00000010521	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EMX2	ENSCAFG00000011987	ENSCAFT00000019038	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EMX2	ENSCAFG00000011987	ENSCAFT00000043720	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENKUR	ENSCAFG00000004264	ENSCAFT00000006840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENOPH1	ENSCAFG00000008974	ENSCAFT00000014257	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENPP3	ENSCAFG00000000367	ENSCAFT00000000580	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000000016	ENSCAFG00000000016	ENSCAFT00000000024	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000016	ENSCAFG00000000016	ENSCAFT00000000025	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000101	ENSCAFG00000000101	ENSCAFT00000000160	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000121	ENSCAFG00000000121	ENSCAFT00000000201	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000136	ENSCAFG00000000136	ENSCAFT00000000224	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000172	ENSCAFG00000000172	ENSCAFT00000000278	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000000202	ENSCAFG00000000202	ENSCAFT00000000326	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000288	ENSCAFG00000000288	ENSCAFT00000000445	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000291	ENSCAFG00000000291	ENSCAFT00000000450	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000326	ENSCAFG00000000326	ENSCAFT00000000501	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000000326	ENSCAFG00000000326	ENSCAFT00000044228	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000000326	ENSCAFG00000000326	ENSCAFT00000047082	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000000341	ENSCAFG00000000341	ENSCAFT00000000529	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000399	ENSCAFG00000000399	ENSCAFT00000000628	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000399	ENSCAFG00000000399	ENSCAFT00000042946	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000402	ENSCAFG00000000402	ENSCAFT00000000631	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000402	ENSCAFG00000000402	ENSCAFT00000046557	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000470	ENSCAFG00000000470	ENSCAFT00000047683	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000492	ENSCAFG00000000492	ENSCAFT00000000791	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000000562	ENSCAFG00000000562	ENSCAFT00000000867	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000000562	ENSCAFG00000000562	ENSCAFT00000036473	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000000562	ENSCAFG00000000562	ENSCAFT00000046865	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000000632	ENSCAFG00000000632	ENSCAFT00000000977	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000687	ENSCAFG00000000687	ENSCAFT00000001067	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000000697	ENSCAFG00000000697	ENSCAFT00000001086	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000000734	ENSCAFG00000000734	ENSCAFT00000001143	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000792	ENSCAFG00000000792	ENSCAFT00000001229	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000857	ENSCAFG00000000857	ENSCAFT00000001336	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000877	ENSCAFG00000000877	ENSCAFT00000001362	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001059	ENSCAFG00000001059	ENSCAFT00000001625	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001085	ENSCAFG00000001085	ENSCAFT00000001654	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001102	ENSCAFG00000001102	ENSCAFT00000001678	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001161	ENSCAFG00000001161	ENSCAFT00000001792	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000001161	ENSCAFG00000001161	ENSCAFT00000050108	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000001272	ENSCAFG00000001272	ENSCAFT00000001964	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001272	ENSCAFG00000001272	ENSCAFT00000047432	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001401	ENSCAFG00000001401	ENSCAFT00000002167	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001457	ENSCAFG00000001457	ENSCAFT00000002272	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001457	ENSCAFG00000001457	ENSCAFT00000048541	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001571	ENSCAFG00000001571	ENSCAFT00000002460	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001604	ENSCAFG00000001604	ENSCAFT00000002517	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001714	ENSCAFG00000001714	ENSCAFT00000002678	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001854	ENSCAFG00000001854	ENSCAFT00000002920	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001905	ENSCAFG00000001905	ENSCAFT00000003018	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002002	ENSCAFG00000002002	ENSCAFT00000003171	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002002	ENSCAFG00000002002	ENSCAFT00000003172	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000002045	ENSCAFG00000002045	ENSCAFT00000003237	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002045	ENSCAFG00000002045	ENSCAFT00000047406	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002103	ENSCAFG00000002103	ENSCAFT00000013152	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000002106	ENSCAFG00000002106	ENSCAFT00000003327	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002145	ENSCAFG00000002145	ENSCAFT00000003375	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002155	ENSCAFG00000002155	ENSCAFT00000003391	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002184	ENSCAFG00000002184	ENSCAFT00000003437	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002193	ENSCAFG00000002193	ENSCAFT00000003449	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002207	ENSCAFG00000002207	ENSCAFT00000003470	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002207	ENSCAFG00000002207	ENSCAFT00000003473	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000002218	ENSCAFG00000002218	ENSCAFT00000003482	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002440	ENSCAFG00000002440	ENSCAFT00000003849	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002473	ENSCAFG00000002473	ENSCAFT00000003893	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000002491	ENSCAFG00000002491	ENSCAFT00000003927	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000002561	ENSCAFG00000002561	ENSCAFT00000004042	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002638	ENSCAFG00000002638	ENSCAFT00000004144	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002695	ENSCAFG00000002695	ENSCAFT00000004255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002695	ENSCAFG00000002695	ENSCAFT00000036195	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002712	ENSCAFG00000002712	ENSCAFT00000004299	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002717	ENSCAFG00000002717	ENSCAFT00000004311	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002717	ENSCAFG00000002717	ENSCAFT00000046357	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
