# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CSF1R	ENSCAFG00000018219	ENSCAFT00000028942	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CSMD1	ENSCAFG00000008686	ENSCAFT00000013885	protein_coding	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
CSMD1	ENSCAFG00000008686	ENSCAFT00000013889	protein_coding	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
CSMD2	ENSCAFG00000003651	ENSCAFT00000005882	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
CSMD2	ENSCAFG00000003651	ENSCAFT00000048078	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
CSNK1G2	ENSCAFG00000019435	ENSCAFT00000030908	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CTBP1	ENSCAFG00000016687	ENSCAFT00000026428	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CTBP1	ENSCAFG00000016687	ENSCAFT00000047481	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CTDSP2	ENSCAFG00000000308	ENSCAFT00000000474	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CTIF	ENSCAFG00000019076	ENSCAFT00000030290	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CTNNB1	ENSCAFG00000005204	ENSCAFT00000008400	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTNNBL1	ENSCAFG00000008790	ENSCAFT00000013985	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CTNND2	ENSCAFG00000009968	ENSCAFT00000015867	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CTNND2	ENSCAFG00000009968	ENSCAFT00000043483	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CTTNBP2NL	ENSCAFG00000013650	ENSCAFT00000021652	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CTU2	ENSCAFG00000019873	ENSCAFT00000031626	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CTU2	ENSCAFG00000019873	ENSCAFT00000045724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CUBN	ENSCAFG00000004568	ENSCAFT00000007375	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CUEDC1	ENSCAFG00000017425	ENSCAFT00000027609	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CUEDC1	ENSCAFG00000017425	ENSCAFT00000044518	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUL4A	ENSCAFG00000006290	ENSCAFT00000010211	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CUL5	ENSCAFG00000014613	ENSCAFT00000023239	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CUL5	ENSCAFG00000014613	ENSCAFT00000043293	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
CUX2	ENSCAFG00000008575	ENSCAFT00000013611	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CWH43	ENSCAFG00000001997	ENSCAFT00000003159	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYB561	ENSCAFG00000013017	ENSCAFT00000020662	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYB5R4	ENSCAFG00000002967	ENSCAFT00000004764	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CYGB	ENSCAFG00000005112	ENSCAFT00000008223	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP21	ENSCAFG00000000712	ENSCAFT00000001108	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CYP2J2	ENSCAFG00000018871	ENSCAFT00000029950	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CYP2W1	ENSCAFG00000011551	ENSCAFT00000018559	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CYP39A1	ENSCAFG00000002026	ENSCAFT00000003209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP3A12	ENSCAFG00000014877	ENSCAFT00000023623	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
CYP4A39	ENSCAFG00000004169	ENSCAFT00000006718	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CYP4A39	ENSCAFG00000004169	ENSCAFT00000006720	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CYTB	ENSCAFG00000022742	ENSCAFT00000034849	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DAAM2	ENSCAFG00000001565	ENSCAFT00000002454	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DAB2IP	ENSCAFG00000020290	ENSCAFT00000032310	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DAB2IP	ENSCAFG00000020290	ENSCAFT00000044966	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DAG1	ENSCAFG00000011207	ENSCAFT00000017810	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPK2	ENSCAFG00000017029	ENSCAFT00000039738	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DAPK3	ENSCAFG00000019167	ENSCAFT00000030431	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBH	ENSCAFG00000019783	ENSCAFT00000031457	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DBNDD2	ENSCAFG00000009684	ENSCAFT00000015383	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DCAF13	ENSCAFG00000000663	ENSCAFT00000001031	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DCC	ENSCAFG00000000157	ENSCAFT00000000254	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DCC	ENSCAFG00000000157	ENSCAFT00000045423	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DCHS2	ENSCAFG00000008359	ENSCAFT00000013279	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DCHS2	ENSCAFG00000008359	ENSCAFT00000046852	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DCLRE1C	ENSCAFG00000004692	ENSCAFT00000007553	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DCLRE1C	ENSCAFG00000004692	ENSCAFT00000048387	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DCP1B	ENSCAFG00000015993	ENSCAFT00000025368	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DCP2	ENSCAFG00000016236	ENSCAFT00000025759	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DCP2	ENSCAFG00000016236	ENSCAFT00000042916	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DCP2	ENSCAFG00000016236	ENSCAFT00000046284	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DCTN1	ENSCAFG00000008608	ENSCAFT00000013707	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DCTN1	ENSCAFG00000008608	ENSCAFT00000043956	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDI2	ENSCAFG00000016220	ENSCAFT00000035715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDR1	ENSCAFG00000000448	ENSCAFT00000000714	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DDR1	ENSCAFG00000000448	ENSCAFT00000044691	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DDX11	ENSCAFG00000015707	ENSCAFT00000024894	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DDX42	ENSCAFG00000012818	ENSCAFT00000020366	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DENND1A	ENSCAFG00000020227	ENSCAFT00000032215	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DENND3	ENSCAFG00000001228	ENSCAFT00000001907	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
DENND3	ENSCAFG00000001228	ENSCAFT00000045939	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
DEPDC5	ENSCAFG00000013268	ENSCAFT00000021092	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
DEPDC5	ENSCAFG00000013268	ENSCAFT00000043258	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
DEPTOR	ENSCAFG00000000885	ENSCAFT00000043181	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DFFA	ENSCAFG00000016784	ENSCAFT00000026570	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DFFB	ENSCAFG00000019502	ENSCAFT00000031005	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DFNA5	ENSCAFG00000002825	ENSCAFT00000004515	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
DGCR14	ENSCAFG00000014804	ENSCAFT00000023499	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DGCR8	ENSCAFG00000014196	ENSCAFT00000022533	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKB	ENSCAFG00000002402	ENSCAFT00000003770	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DGKB	ENSCAFG00000002402	ENSCAFT00000044090	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DGKB	ENSCAFG00000002402	ENSCAFT00000048249	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DGKG	ENSCAFG00000013503	ENSCAFT00000021438	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DGKG	ENSCAFG00000013503	ENSCAFT00000043054	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DGKQ	ENSCAFG00000016708	ENSCAFT00000036168	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKZ	ENSCAFG00000009248	ENSCAFT00000014736	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DGKZ	ENSCAFG00000009248	ENSCAFT00000045157	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DHPS	ENSCAFG00000017245	ENSCAFT00000027315	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DHRS7	ENSCAFG00000015598	ENSCAFT00000024717	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DHTKD1	ENSCAFG00000004827	ENSCAFT00000007779	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DHX15	ENSCAFG00000016505	ENSCAFT00000026155	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DHX30	ENSCAFG00000013038	ENSCAFT00000047198	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DHX37	ENSCAFG00000006952	ENSCAFT00000011159	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DIAPH3	ENSCAFG00000004902	ENSCAFT00000007906	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DIAPH3	ENSCAFG00000004902	ENSCAFT00000045223	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DIRC2	ENSCAFG00000011989	ENSCAFT00000019042	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DISP3	ENSCAFG00000016596	ENSCAFT00000026281	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DKK1	ENSCAFG00000015553	ENSCAFT00000024645	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DLA-DOB	ENSCAFG00000000819	ENSCAFT00000036056	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DLC1	ENSCAFG00000006766	ENSCAFT00000010911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DLG1	ENSCAFG00000013275	ENSCAFT00000021165	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DLG1	ENSCAFG00000013275	ENSCAFT00000021175	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DLG2	ENSCAFG00000004544	ENSCAFT00000007339	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DLG5	ENSCAFG00000015499	ENSCAFT00000024600	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DLG5	ENSCAFG00000015499	ENSCAFT00000043010	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
DLG5	ENSCAFG00000015499	ENSCAFT00000050193	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DLGAP1	ENSCAFG00000018531	ENSCAFT00000029424	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
DLGAP3	ENSCAFG00000003602	ENSCAFT00000005796	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
DMBT1	ENSCAFG00000012561	ENSCAFT00000019948	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DMBT1	ENSCAFG00000012561	ENSCAFT00000019961	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DMBT1	ENSCAFG00000012561	ENSCAFT00000019984	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DMGDH	ENSCAFG00000009138	ENSCAFT00000014548	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DMGDH	ENSCAFG00000009138	ENSCAFT00000014573	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037700	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNA2	ENSCAFG00000013710	ENSCAFT00000021752	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNA2	ENSCAFG00000013710	ENSCAFT00000036654	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNA2	ENSCAFG00000013710	ENSCAFT00000046272	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DNAH3	ENSCAFG00000017844	ENSCAFT00000028327	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
DNAH3	ENSCAFG00000017844	ENSCAFT00000043892	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
DNAH3	ENSCAFG00000017844	ENSCAFT00000048319	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000016761	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000045430	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000045656	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
DNAJB12	ENSCAFG00000014441	ENSCAFT00000022966	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNAJC10	ENSCAFG00000014289	ENSCAFT00000022723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNAJC4	ENSCAFG00000014580	ENSCAFT00000023140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DNAJC4	ENSCAFG00000014580	ENSCAFT00000023141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DNAJC5	ENSCAFG00000013084	ENSCAFT00000020766	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNASE1L1	ENSCAFG00000019555	ENSCAFT00000031088	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNMT3B	ENSCAFG00000007268	ENSCAFT00000011678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNMT3B	ENSCAFG00000007268	ENSCAFT00000011684	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNMT3B	ENSCAFG00000007268	ENSCAFT00000047850	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNTTIP2	ENSCAFG00000020128	ENSCAFT00000032038	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DOCK1	ENSCAFG00000013062	ENSCAFT00000020801	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DOCK1	ENSCAFG00000013062	ENSCAFT00000020816	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DOCK10	ENSCAFG00000010292	ENSCAFT00000016386	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DOCK10	ENSCAFG00000010292	ENSCAFT00000049496	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DOCK4	ENSCAFG00000003307	ENSCAFT00000005304	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DOCK6	ENSCAFG00000017507	ENSCAFT00000027751	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DOCK6	ENSCAFG00000017507	ENSCAFT00000042907	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DOCK7	ENSCAFG00000018765	ENSCAFT00000029816	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DOCK7	ENSCAFG00000018765	ENSCAFT00000045273	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DOCK8	ENSCAFG00000001957	ENSCAFT00000003108	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DOK4	ENSCAFG00000028599	ENSCAFT00000043985	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DOPEY2	ENSCAFG00000009653	ENSCAFT00000015337	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DOPEY2	ENSCAFG00000009653	ENSCAFT00000042837	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DPEP1	ENSCAFG00000019824	ENSCAFT00000031535	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DPP3	ENSCAFG00000012638	ENSCAFT00000020107	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DPP3	ENSCAFG00000012638	ENSCAFT00000049632	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DPP4	ENSCAFG00000025002	ENSCAFT00000016527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DPP4	ENSCAFG00000025002	ENSCAFT00000044024	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DPY19L2	ENSCAFG00000003176	ENSCAFT00000005112	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DSC3	ENSCAFG00000018089	ENSCAFT00000028743	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
DSCR3	ENSCAFG00000009792	ENSCAFT00000015549	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DSG3	ENSCAFG00000018058	ENSCAFT00000028690	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DST	ENSCAFG00000002413	ENSCAFT00000003820	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
DST	ENSCAFG00000002413	ENSCAFT00000043203	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
DUSP12	ENSCAFG00000013058	ENSCAFT00000020714	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DUSP21	ENSCAFG00000014525	ENSCAFT00000023064	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DUSP3	ENSCAFG00000028570	ENSCAFT00000047742	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUSP5	ENSCAFG00000030565	ENSCAFT00000047477	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DUSP7	ENSCAFG00000032027	ENSCAFT00000049410	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DVL3	ENSCAFG00000012180	ENSCAFT00000019400	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DVL3	ENSCAFG00000012180	ENSCAFT00000047567	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DXO	ENSCAFG00000000694	ENSCAFT00000001079	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
DYM	ENSCAFG00000019062	ENSCAFT00000030276	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DYNC1LI2	ENSCAFG00000020409	ENSCAFT00000032501	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DYRK1A	ENSCAFG00000009801	ENSCAFT00000003933	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DYRK1A	ENSCAFG00000009801	ENSCAFT00000015565	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DYRK1B	ENSCAFG00000005428	ENSCAFT00000008733	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DYRK3	ENSCAFG00000011429	ENSCAFT00000018140	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DYRK3	ENSCAFG00000011429	ENSCAFT00000043274	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DYSF	ENSCAFG00000009033	ENSCAFT00000014361	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DYSF	ENSCAFG00000009033	ENSCAFT00000049149	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EAF2	ENSCAFG00000011657	ENSCAFT00000018494	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EBF1	ENSCAFG00000017318	ENSCAFT00000027476	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EBF4	ENSCAFG00000006631	ENSCAFT00000010680	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EBI3	ENSCAFG00000019114	ENSCAFT00000048800	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
