# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DIDO1	ENSCAFG00000012740	ENSCAFT00000038284	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DIMT1	ENSCAFG00000007211	ENSCAFT00000011566	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DIP2C	ENSCAFG00000005624	ENSCAFT00000009094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DIP2C	ENSCAFG00000005624	ENSCAFT00000044342	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DIS3L	ENSCAFG00000017271	ENSCAFT00000027369	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
DIS3L2	ENSCAFG00000011170	ENSCAFT00000017770	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DLG5	ENSCAFG00000015499	ENSCAFT00000024600	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLG5	ENSCAFG00000015499	ENSCAFT00000043010	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DLG5	ENSCAFG00000015499	ENSCAFT00000050193	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLGAP1	ENSCAFG00000018531	ENSCAFT00000029424	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
DLGAP4	ENSCAFG00000008491	ENSCAFT00000013523	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
DLGAP5	ENSCAFG00000015026	ENSCAFT00000023861	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DLGAP5	ENSCAFG00000015026	ENSCAFT00000043069	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DLGAP5	ENSCAFG00000015026	ENSCAFT00000047702	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DMAP1	ENSCAFG00000004811	ENSCAFT00000007758	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DMBT1	ENSCAFG00000012561	ENSCAFT00000019948	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
DMBT1	ENSCAFG00000012561	ENSCAFT00000019961	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DMBT1	ENSCAFG00000012561	ENSCAFT00000019984	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
DMC1	ENSCAFG00000001391	ENSCAFT00000002150	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DMC1	ENSCAFG00000001391	ENSCAFT00000035193	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DMC1	ENSCAFG00000001391	ENSCAFT00000043221	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037700	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DMRT1	ENSCAFG00000001982	ENSCAFT00000003142	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRT3	ENSCAFG00000023150	ENSCAFT00000003148	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DMRTB1	ENSCAFG00000019162	ENSCAFT00000030423	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DMRTB1	ENSCAFG00000019162	ENSCAFT00000049534	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DMXL2	ENSCAFG00000015444	ENSCAFT00000024526	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DMXL2	ENSCAFG00000015444	ENSCAFT00000024538	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNAAF5	ENSCAFG00000011256	ENSCAFT00000017873	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNAH3	ENSCAFG00000017844	ENSCAFT00000028327	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
DNAH3	ENSCAFG00000017844	ENSCAFT00000043892	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
DNAH3	ENSCAFG00000017844	ENSCAFT00000048319	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
DNAH6	ENSCAFG00000007917	ENSCAFT00000012661	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DNAH6	ENSCAFG00000007917	ENSCAFT00000012666	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000016761	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000045430	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000045656	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
DNAH8	ENSCAFG00000001518	ENSCAFT00000002400	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DNAH8	ENSCAFG00000001518	ENSCAFT00000049946	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
DNAH8	ENSCAFG00000001518	ENSCAFT00000050024	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DNAI1	ENSCAFG00000001923	ENSCAFT00000003051	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNAJC13	ENSCAFG00000006262	ENSCAFT00000010177	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC16	ENSCAFG00000016253	ENSCAFT00000025782	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC6	ENSCAFG00000018607	ENSCAFT00000029539	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNAJC6	ENSCAFG00000018607	ENSCAFT00000044218	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNAJC9	ENSCAFG00000014651	ENSCAFT00000023265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DNASE1L3	ENSCAFG00000007419	ENSCAFT00000011892	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DNASE2	ENSCAFG00000017115	ENSCAFT00000027110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DNER	ENSCAFG00000010548	ENSCAFT00000016763	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNER	ENSCAFG00000010548	ENSCAFT00000044544	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNLZ	ENSCAFG00000019686	ENSCAFT00000031301	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DNM1L	ENSCAFG00000010528	ENSCAFT00000016792	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNM1L	ENSCAFG00000010528	ENSCAFT00000045859	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNM1L	ENSCAFG00000010528	ENSCAFT00000046967	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNMT3A	ENSCAFG00000004159	ENSCAFT00000006680	protein_coding	2	2	2	1	0	0	0	0	0	0	0	0	2	2	2	0	0	1	0	2	0	0	0	2	0
DNPH1	ENSCAFG00000001837	ENSCAFT00000002894	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DOCK11	ENSCAFG00000018332	ENSCAFT00000029154	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
DOCK2	ENSCAFG00000016982	ENSCAFT00000026895	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DOCK3	ENSCAFG00000010229	ENSCAFT00000016280	protein_coding	1	0	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0
DOCK3	ENSCAFG00000010229	ENSCAFT00000049081	protein_coding	1	0	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0
DOCK4	ENSCAFG00000003307	ENSCAFT00000005304	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
DOCK5	ENSCAFG00000009001	ENSCAFT00000014320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DOCK7	ENSCAFG00000018765	ENSCAFT00000029816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DOCK7	ENSCAFG00000018765	ENSCAFT00000045273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DOCK9	ENSCAFG00000005730	ENSCAFT00000009311	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DOPEY1	ENSCAFG00000002898	ENSCAFT00000004651	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DOPEY1	ENSCAFG00000002898	ENSCAFT00000004654	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DOT1L	ENSCAFG00000019420	ENSCAFT00000036770	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DPAGT1	ENSCAFG00000012302	ENSCAFT00000019543	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DPAGT1	ENSCAFG00000012302	ENSCAFT00000044382	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DPP10	ENSCAFG00000004970	ENSCAFT00000008003	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DPT	ENSCAFG00000015259	ENSCAFT00000024221	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
DPY19L3	ENSCAFG00000007575	ENSCAFT00000012133	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DPY19L3	ENSCAFG00000007575	ENSCAFT00000037089	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DPYSL4	ENSCAFG00000010962	ENSCAFT00000017601	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
DPYSL4	ENSCAFG00000010962	ENSCAFT00000017647	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
DRG2	ENSCAFG00000018357	ENSCAFT00000029202	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DSG1	ENSCAFG00000018064	ENSCAFT00000028696	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DSG1	ENSCAFG00000018064	ENSCAFT00000035921	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DSN1	ENSCAFG00000008618	ENSCAFT00000013673	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DSP	ENSCAFG00000009570	ENSCAFT00000015201	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DSP	ENSCAFG00000009570	ENSCAFT00000049667	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DST	ENSCAFG00000002413	ENSCAFT00000003820	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
DST	ENSCAFG00000002413	ENSCAFT00000043203	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
DSTN	ENSCAFG00000030619	ENSCAFT00000048851	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DTNA	ENSCAFG00000017951	ENSCAFT00000028522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUOX2	ENSCAFG00000013693	ENSCAFT00000021716	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
DUSP6	ENSCAFG00000006100	ENSCAFT00000009874	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DXO	ENSCAFG00000000694	ENSCAFT00000001079	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
DXO	ENSCAFG00000000694	ENSCAFT00000038598	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DYNC2H1	ENSCAFG00000014962	ENSCAFT00000023808	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DYNC2H1	ENSCAFG00000014962	ENSCAFT00000043082	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DYNC2LI1	ENSCAFG00000002499	ENSCAFT00000003941	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DYSF	ENSCAFG00000009033	ENSCAFT00000014361	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
DYSF	ENSCAFG00000009033	ENSCAFT00000049149	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
DYTN	ENSCAFG00000024719	ENSCAFT00000038162	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DYTN	ENSCAFG00000024719	ENSCAFT00000046201	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DYX1C1	ENSCAFG00000015932	ENSCAFT00000025241	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DZIP1	ENSCAFG00000005465	ENSCAFT00000008793	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
E2F5	ENSCAFG00000008628	ENSCAFT00000013681	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
E2F7	ENSCAFG00000005718	ENSCAFT00000009215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ECE1	ENSCAFG00000014920	ENSCAFT00000023718	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ECEL1	ENSCAFG00000011211	ENSCAFT00000017821	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
EDC4	ENSCAFG00000020337	ENSCAFT00000032394	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EDEM3	ENSCAFG00000013478	ENSCAFT00000021376	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EDEM3	ENSCAFG00000013478	ENSCAFT00000045191	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EDRF1	ENSCAFG00000012820	ENSCAFT00000020349	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EDRF1	ENSCAFG00000012820	ENSCAFT00000047735	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EEA1	ENSCAFG00000006163	ENSCAFT00000009971	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EEA1	ENSCAFG00000006163	ENSCAFT00000044773	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EEF1A1	ENSCAFG00000002656	ENSCAFT00000004182	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EEF1E1-BLOC1S5	ENSCAFG00000009583	ENSCAFT00000015223	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EEF2	ENSCAFG00000019158	ENSCAFT00000030426	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
EEPD1	ENSCAFG00000003227	ENSCAFT00000005183	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EFCAB8	ENSCAFG00000031611	ENSCAFT00000046031	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
EFCC1	ENSCAFG00000004343	ENSCAFT00000006971	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EFHC2	ENSCAFG00000014469	ENSCAFT00000023004	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EFTUD2	ENSCAFG00000014065	ENSCAFT00000022358	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EGFL7	ENSCAFG00000019575	ENSCAFT00000031120	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
EGFR	ENSCAFG00000003465	ENSCAFT00000005575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EGR1	ENSCAFG00000001254	ENSCAFT00000001962	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EHBP1	ENSCAFG00000003106	ENSCAFT00000004986	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
EHBP1	ENSCAFG00000003106	ENSCAFT00000004987	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
EHD4	ENSCAFG00000009869	ENSCAFT00000015689	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
EHMT2	ENSCAFG00000000669	ENSCAFT00000001040	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EIF1	ENSCAFG00000029584	ENSCAFT00000044592	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EIF1AD	ENSCAFG00000031896	ENSCAFT00000044182	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF2AK1	ENSCAFG00000015665	ENSCAFT00000024820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EIF2AK1	ENSCAFG00000015665	ENSCAFT00000050124	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EIF3E	ENSCAFG00000000702	ENSCAFT00000001095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EIF4E2	ENSCAFG00000012558	ENSCAFT00000019924	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EIF4EBP3	ENSCAFG00000005786	ENSCAFT00000009355	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EIF4EBP3	ENSCAFG00000005786	ENSCAFT00000048022	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF5B	ENSCAFG00000002278	ENSCAFT00000003577	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF5B	ENSCAFG00000002278	ENSCAFT00000049978	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ELANE	ENSCAFG00000019669	ENSCAFT00000031271	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL2	ENSCAFG00000001688	ENSCAFT00000002645	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ENSCAFG00000003927	ENSCAFT00000006315	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	ENSCAFG00000003927	ENSCAFT00000045412	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ELMO1	ENSCAFG00000003272	ENSCAFT00000005255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ELOVL3	ENSCAFG00000028623	ENSCAFT00000044364	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL6	ENSCAFG00000011549	ENSCAFT00000018328	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EMC1	ENSCAFG00000015221	ENSCAFT00000024167	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EMC1	ENSCAFG00000015221	ENSCAFT00000045340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EMC4	ENSCAFG00000007959	ENSCAFT00000012721	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
EMILIN1	ENSCAFG00000004662	ENSCAFT00000007501	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
EML6	ENSCAFG00000002762	ENSCAFT00000004419	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EML6	ENSCAFG00000002762	ENSCAFT00000045075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENDOU	ENSCAFG00000009199	ENSCAFT00000014634	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENDOU	ENSCAFG00000009199	ENSCAFT00000014641	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENDOV	ENSCAFG00000005684	ENSCAFT00000009161	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENKD1	ENSCAFG00000020350	ENSCAFT00000032409	protein_coding	0	0	3	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
ENOSF1	ENSCAFG00000018351	ENSCAFT00000029159	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENOX1	ENSCAFG00000004644	ENSCAFT00000007484	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
