# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000002717	ENSCAFG00000002717	ENSCAFT00000004311	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000002717	ENSCAFG00000002717	ENSCAFT00000046357	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000002811	ENSCAFG00000002811	ENSCAFT00000004504	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSCAFG00000003207	ENSCAFG00000003207	ENSCAFT00000005152	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000003240	ENSCAFG00000003240	ENSCAFT00000005203	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000003240	ENSCAFG00000003240	ENSCAFT00000048901	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004356	ENSCAFG00000004356	ENSCAFT00000007006	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004356	ENSCAFG00000004356	ENSCAFT00000043520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004577	ENSCAFG00000004577	ENSCAFT00000007385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004577	ENSCAFG00000004577	ENSCAFT00000007388	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000006576	ENSCAFG00000006576	ENSCAFT00000010609	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000006576	ENSCAFG00000006576	ENSCAFT00000010630	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000006576	ENSCAFG00000006576	ENSCAFT00000010643	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000007154	ENSCAFG00000007154	ENSCAFT00000011515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000007311	ENSCAFG00000007311	ENSCAFT00000011685	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000007867	ENSCAFG00000007867	ENSCAFT00000012579	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000007867	ENSCAFG00000007867	ENSCAFT00000012580	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000007867	ENSCAFG00000007867	ENSCAFT00000012581	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000008972	ENSCAFG00000008972	ENSCAFT00000014312	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000009135	ENSCAFG00000009135	ENSCAFT00000048582	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000009766	ENSCAFG00000009766	ENSCAFT00000015507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000010127	ENSCAFG00000010127	ENSCAFT00000016088	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000010391	ENSCAFG00000010391	ENSCAFT00000044501	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000010847	ENSCAFG00000010847	ENSCAFT00000017250	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000011517	ENSCAFG00000011517	ENSCAFT00000018288	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000011817	ENSCAFG00000011817	ENSCAFT00000018820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000011952	ENSCAFG00000011952	ENSCAFT00000018978	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000012059	ENSCAFG00000012059	ENSCAFT00000019245	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000012059	ENSCAFG00000012059	ENSCAFT00000019264	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000012275	ENSCAFG00000012275	ENSCAFT00000019489	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000012668	ENSCAFG00000012668	ENSCAFT00000020104	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000012865	ENSCAFG00000012865	ENSCAFT00000020446	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000013086	ENSCAFG00000013086	ENSCAFT00000020761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000013086	ENSCAFG00000013086	ENSCAFT00000044158	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000013430	ENSCAFG00000013430	ENSCAFT00000046927	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000014025	ENSCAFG00000014025	ENSCAFT00000022319	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSCAFG00000014120	ENSCAFG00000014120	ENSCAFT00000022433	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000014120	ENSCAFG00000014120	ENSCAFT00000044659	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000014444	ENSCAFG00000014444	ENSCAFT00000015299	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000014733	ENSCAFG00000014733	ENSCAFT00000023414	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000015206	ENSCAFG00000015206	ENSCAFT00000024140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000015502	ENSCAFG00000015502	ENSCAFT00000024586	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000016181	ENSCAFG00000016181	ENSCAFT00000025678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000016640	ENSCAFG00000016640	ENSCAFT00000026363	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000017933	ENSCAFG00000017933	ENSCAFT00000044728	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000018129	ENSCAFG00000018129	ENSCAFT00000028813	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000018136	ENSCAFG00000018136	ENSCAFT00000049945	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000018145	ENSCAFG00000018145	ENSCAFT00000028820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000018314	ENSCAFG00000018314	ENSCAFT00000029087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000018314	ENSCAFG00000018314	ENSCAFT00000047747	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000018409	ENSCAFG00000018409	ENSCAFT00000029236	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000018501	ENSCAFG00000018501	ENSCAFT00000029387	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000018501	ENSCAFG00000018501	ENSCAFT00000029398	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000018530	ENSCAFG00000018530	ENSCAFT00000036730	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSCAFG00000018530	ENSCAFG00000018530	ENSCAFT00000036732	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSCAFG00000018568	ENSCAFG00000018568	ENSCAFT00000029474	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000018651	ENSCAFG00000018651	ENSCAFT00000029608	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000018880	ENSCAFG00000018880	ENSCAFT00000029956	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000018880	ENSCAFG00000018880	ENSCAFT00000029969	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000019300	ENSCAFG00000019300	ENSCAFT00000030664	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000019475	ENSCAFG00000019475	ENSCAFT00000030966	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000019517	ENSCAFG00000019517	ENSCAFT00000031023	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000020012	ENSCAFG00000020012	ENSCAFT00000031848	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000020137	ENSCAFG00000020137	ENSCAFT00000032061	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000020400	ENSCAFG00000020400	ENSCAFT00000032485	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000020400	ENSCAFG00000020400	ENSCAFT00000032487	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000021884	ENSCAFG00000021884	ENSCAFT00000033991	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000022040	ENSCAFG00000022040	ENSCAFT00000034147	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000023219	ENSCAFG00000023219	ENSCAFT00000035565	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023319	ENSCAFG00000023319	ENSCAFT00000035803	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023349	ENSCAFG00000023349	ENSCAFT00000035851	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000023349	ENSCAFG00000023349	ENSCAFT00000035852	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000023418	ENSCAFG00000023418	ENSCAFT00000035986	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSCAFG00000023617	ENSCAFG00000023617	ENSCAFT00000036435	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000023918	ENSCAFG00000023918	ENSCAFT00000037028	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSCAFG00000024444	ENSCAFG00000024444	ENSCAFT00000037740	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000024836	ENSCAFG00000024836	ENSCAFT00000004542	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000024836	ENSCAFG00000024836	ENSCAFT00000004578	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSCAFG00000024902	ENSCAFG00000024902	ENSCAFT00000038507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025100	ENSCAFG00000025100	ENSCAFT00000031228	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000025123	ENSCAFG00000025123	ENSCAFT00000038938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000025568	ENSCAFG00000025568	ENSCAFT00000019486	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000025589	ENSCAFG00000025589	ENSCAFT00000039852	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000025872	ENSCAFG00000025872	ENSCAFT00000040155	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000027987	ENSCAFG00000027987	ENSCAFT00000042270	miRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028157	ENSCAFG00000028157	ENSCAFT00000042440	snoRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000028457	ENSCAFG00000028457	ENSCAFT00000042744	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000028490	ENSCAFG00000028490	ENSCAFT00000035279	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000028547	ENSCAFG00000028547	ENSCAFT00000046596	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000028628	ENSCAFG00000028628	ENSCAFT00000045286	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000028656	ENSCAFG00000028656	ENSCAFT00000045673	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000028767	ENSCAFG00000028767	ENSCAFT00000049002	pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000028847	ENSCAFG00000028847	ENSCAFT00000021627	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000028850	ENSCAFG00000028850	ENSCAFT00000037674	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000029455	ENSCAFG00000029455	ENSCAFT00000047707	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000029512	ENSCAFG00000029512	ENSCAFT00000044547	miRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029547	ENSCAFG00000029547	ENSCAFT00000048553	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000029646	ENSCAFG00000029646	ENSCAFT00000048750	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000029657	ENSCAFG00000029657	ENSCAFT00000044771	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000029716	ENSCAFG00000029716	ENSCAFT00000044947	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000029926	ENSCAFG00000029926	ENSCAFT00000044407	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030044	ENSCAFG00000030044	ENSCAFT00000045513	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030061	ENSCAFG00000030061	ENSCAFT00000045545	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030199	ENSCAFG00000030199	ENSCAFT00000045319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030258	ENSCAFG00000030258	ENSCAFT00000029354	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000030258	ENSCAFG00000030258	ENSCAFT00000045554	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000030349	ENSCAFG00000030349	ENSCAFT00000046843	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000030356	ENSCAFG00000030356	ENSCAFT00000048335	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030450	ENSCAFG00000030450	ENSCAFT00000013563	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030495	ENSCAFG00000030495	ENSCAFT00000047111	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030595	ENSCAFG00000030595	ENSCAFT00000047750	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030664	ENSCAFG00000030664	ENSCAFT00000042812	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000030685	ENSCAFG00000030685	ENSCAFT00000046581	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000030700	ENSCAFG00000030700	ENSCAFT00000045919	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000030938	ENSCAFG00000030938	ENSCAFT00000049887	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000030987	ENSCAFG00000030987	ENSCAFT00000047080	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000031208	ENSCAFG00000031208	ENSCAFT00000048103	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000031273	ENSCAFG00000031273	ENSCAFT00000023586	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000031303	ENSCAFG00000031303	ENSCAFT00000045899	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000031363	ENSCAFG00000031363	ENSCAFT00000047696	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000031412	ENSCAFG00000031412	ENSCAFT00000048601	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000031412	ENSCAFG00000031412	ENSCAFT00000048949	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000031604	ENSCAFG00000031604	ENSCAFT00000048106	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000031682	ENSCAFG00000031682	ENSCAFT00000045977	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000031797	ENSCAFG00000031797	ENSCAFT00000045691	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000031893	ENSCAFG00000031893	ENSCAFT00000048617	misc_RNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000031973	ENSCAFG00000031973	ENSCAFT00000043073	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000031987	ENSCAFG00000031987	ENSCAFT00000041455	miRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000032043	ENSCAFG00000032043	ENSCAFT00000042835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000032064	ENSCAFG00000032064	ENSCAFT00000043068	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000032099	ENSCAFG00000032099	ENSCAFT00000045469	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
ENSCAFG00000032230	ENSCAFG00000032230	ENSCAFT00000049749	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000032514	ENSCAFG00000032514	ENSCAFT00000048991	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000032604	ENSCAFG00000032604	ENSCAFT00000036205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000032649	ENSCAFG00000032649	ENSCAFT00000043230	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000032710	ENSCAFG00000032710	ENSCAFT00000033087	snRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000032755	ENSCAFG00000032755	ENSCAFT00000046924	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000032777	ENSCAFG00000032777	ENSCAFT00000056485	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000033092	ENSCAFG00000033092	ENSCAFT00000050949	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000033135	ENSCAFG00000033135	ENSCAFT00000054125	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000033181	ENSCAFG00000033181	ENSCAFT00000054231	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000033253	ENSCAFG00000033253	ENSCAFT00000053033	lincRNA	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000033253	ENSCAFG00000033253	ENSCAFT00000057340	lincRNA	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000033294	ENSCAFG00000033294	ENSCAFT00000054104	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000033620	ENSCAFG00000033620	ENSCAFT00000051541	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000033751	ENSCAFG00000033751	ENSCAFT00000056841	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000034027	ENSCAFG00000034027	ENSCAFT00000054441	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000034097	ENSCAFG00000034097	ENSCAFT00000056084	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000034218	ENSCAFG00000034218	ENSCAFT00000053799	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000034560	ENSCAFG00000034560	ENSCAFT00000056778	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000034903	ENSCAFG00000034903	ENSCAFT00000055725	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000035007	ENSCAFG00000035007	ENSCAFT00000050879	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000035046	ENSCAFG00000035046	ENSCAFT00000059165	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000035337	ENSCAFG00000035337	ENSCAFT00000057357	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ENSCAFG00000035371	ENSCAFG00000035371	ENSCAFT00000054978	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000035506	ENSCAFG00000035506	ENSCAFT00000054264	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000035625	ENSCAFG00000035625	ENSCAFT00000051378	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000035625	ENSCAFG00000035625	ENSCAFT00000055188	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
