# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000007867	ENSCAFG00000007867	ENSCAFT00000012579	protein_coding	0	0	0	7	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007867	ENSCAFG00000007867	ENSCAFT00000012580	protein_coding	0	2	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000007867	ENSCAFG00000007867	ENSCAFT00000012581	protein_coding	0	0	0	6	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007869	ENSCAFG00000007869	ENSCAFT00000012555	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007873	ENSCAFG00000007873	ENSCAFT00000012611	protein_coding	0	2	3	5	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000007873	ENSCAFG00000007873	ENSCAFT00000047961	protein_coding	0	2	3	8	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000007877	ENSCAFG00000007877	ENSCAFT00000012583	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007878	ENSCAFG00000007878	ENSCAFT00000012585	protein_coding	0	1	0	5	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000007918	ENSCAFG00000007918	ENSCAFT00000012644	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000007926	ENSCAFG00000007926	ENSCAFT00000012658	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000007930	ENSCAFG00000007930	ENSCAFT00000012671	pseudogene	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007983	ENSCAFG00000007983	ENSCAFT00000012776	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000007983	ENSCAFG00000007983	ENSCAFT00000012787	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000007990	ENSCAFG00000007990	ENSCAFT00000012780	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007999	ENSCAFG00000007999	ENSCAFT00000012769	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008038	ENSCAFG00000008038	ENSCAFT00000012824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008038	ENSCAFG00000008038	ENSCAFT00000044647	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008044	ENSCAFG00000008044	ENSCAFT00000012830	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008048	ENSCAFG00000008048	ENSCAFT00000012831	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000008051	ENSCAFG00000008051	ENSCAFT00000012845	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008063	ENSCAFG00000008063	ENSCAFT00000012863	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000008079	ENSCAFG00000008079	ENSCAFT00000012888	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008094	ENSCAFG00000008094	ENSCAFT00000012890	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000008126	ENSCAFG00000008126	ENSCAFT00000012933	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000008126	ENSCAFG00000008126	ENSCAFT00000050208	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000008133	ENSCAFG00000008133	ENSCAFT00000012946	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000008154	ENSCAFG00000008154	ENSCAFT00000013004	protein_coding	0	2	1	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000008181	ENSCAFG00000008181	ENSCAFT00000013012	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008181	ENSCAFG00000008181	ENSCAFT00000046890	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008206	ENSCAFG00000008206	ENSCAFT00000013042	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000008221	ENSCAFG00000008221	ENSCAFT00000036202	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008221	ENSCAFG00000008221	ENSCAFT00000050204	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008236	ENSCAFG00000008236	ENSCAFT00000013077	protein_coding	0	1	1	4	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	2
ENSCAFG00000008236	ENSCAFG00000008236	ENSCAFT00000045444	protein_coding	0	1	1	4	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2
ENSCAFG00000008243	ENSCAFG00000008243	ENSCAFT00000013104	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008255	ENSCAFG00000008255	ENSCAFT00000013096	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000008273	ENSCAFG00000008273	ENSCAFT00000013125	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008291	ENSCAFG00000008291	ENSCAFT00000013150	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008291	ENSCAFG00000008291	ENSCAFT00000048979	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008309	ENSCAFG00000008309	ENSCAFT00000013200	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000008318	ENSCAFG00000008318	ENSCAFT00000013226	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008318	ENSCAFG00000008318	ENSCAFT00000046215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008332	ENSCAFG00000008332	ENSCAFT00000013246	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000008380	ENSCAFG00000008380	ENSCAFT00000013297	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000008414	ENSCAFG00000008414	ENSCAFT00000013370	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008414	ENSCAFG00000008414	ENSCAFT00000045714	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008433	ENSCAFG00000008433	ENSCAFT00000013396	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008433	ENSCAFG00000008433	ENSCAFT00000048334	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008447	ENSCAFG00000008447	ENSCAFT00000013411	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008447	ENSCAFG00000008447	ENSCAFT00000013412	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008448	ENSCAFG00000008448	ENSCAFT00000013469	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008484	ENSCAFG00000008484	ENSCAFT00000013471	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008503	ENSCAFG00000008503	ENSCAFT00000013497	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000008503	ENSCAFG00000008503	ENSCAFT00000048819	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000008536	ENSCAFG00000008536	ENSCAFT00000013551	protein_coding	0	0	1	3	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008555	ENSCAFG00000008555	ENSCAFT00000013576	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000008588	ENSCAFG00000008588	ENSCAFT00000013644	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008588	ENSCAFG00000008588	ENSCAFT00000013674	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000008592	ENSCAFG00000008592	ENSCAFT00000013632	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008596	ENSCAFG00000008596	ENSCAFT00000013630	processed_pseudogene	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
ENSCAFG00000008621	ENSCAFG00000008621	ENSCAFT00000013739	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008627	ENSCAFG00000008627	ENSCAFT00000013687	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008641	ENSCAFG00000008641	ENSCAFT00000013706	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSCAFG00000008657	ENSCAFG00000008657	ENSCAFT00000013754	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008662	ENSCAFG00000008662	ENSCAFT00000013744	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000008683	ENSCAFG00000008683	ENSCAFT00000013864	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008716	ENSCAFG00000008716	ENSCAFT00000013849	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008741	ENSCAFG00000008741	ENSCAFT00000014024	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008742	ENSCAFG00000008742	ENSCAFT00000013899	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008751	ENSCAFG00000008751	ENSCAFT00000013908	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000008773	ENSCAFG00000008773	ENSCAFT00000013953	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008815	ENSCAFG00000008815	ENSCAFT00000013998	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008879	ENSCAFG00000008879	ENSCAFT00000014122	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008917	ENSCAFG00000008917	ENSCAFT00000039771	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008938	ENSCAFG00000008938	ENSCAFT00000014198	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000008938	ENSCAFG00000008938	ENSCAFT00000047634	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000008972	ENSCAFG00000008972	ENSCAFT00000014312	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008981	ENSCAFG00000008981	ENSCAFT00000014280	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008984	ENSCAFG00000008984	ENSCAFT00000014269	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000008992	ENSCAFG00000008992	ENSCAFT00000014292	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009018	ENSCAFG00000009018	ENSCAFT00000014339	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000009099	ENSCAFG00000009099	ENSCAFT00000014478	pseudogene	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0
ENSCAFG00000009117	ENSCAFG00000009117	ENSCAFT00000012306	protein_coding	0	1	0	4	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000009117	ENSCAFG00000009117	ENSCAFT00000048817	protein_coding	0	1	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000009128	ENSCAFG00000009128	ENSCAFT00000014557	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000009222	ENSCAFG00000009222	ENSCAFT00000014664	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009226	ENSCAFG00000009226	ENSCAFT00000014668	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009249	ENSCAFG00000009249	ENSCAFT00000014695	protein_coding	1	1	0	7	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	5
ENSCAFG00000009270	ENSCAFG00000009270	ENSCAFT00000014721	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000009270	ENSCAFG00000009270	ENSCAFT00000038734	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009311	ENSCAFG00000009311	ENSCAFT00000014816	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009329	ENSCAFG00000009329	ENSCAFT00000014846	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
ENSCAFG00000009344	ENSCAFG00000009344	ENSCAFT00000014877	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009386	ENSCAFG00000009386	ENSCAFT00000014941	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009402	ENSCAFG00000009402	ENSCAFT00000014959	protein_coding	0	0	2	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009417	ENSCAFG00000009417	ENSCAFT00000014981	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000009420	ENSCAFG00000009420	ENSCAFT00000014985	pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009465	ENSCAFG00000009465	ENSCAFT00000015045	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009523	ENSCAFG00000009523	ENSCAFT00000015132	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000009542	ENSCAFG00000009542	ENSCAFT00000015154	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009568	ENSCAFG00000009568	ENSCAFT00000038021	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009601	ENSCAFG00000009601	ENSCAFT00000015251	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009602	ENSCAFG00000009602	ENSCAFT00000015260	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009602	ENSCAFG00000009602	ENSCAFT00000049169	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009635	ENSCAFG00000009635	ENSCAFT00000015320	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009645	ENSCAFG00000009645	ENSCAFT00000037332	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009657	ENSCAFG00000009657	ENSCAFT00000015344	pseudogene	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0
ENSCAFG00000009682	ENSCAFG00000009682	ENSCAFT00000015376	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000009692	ENSCAFG00000009692	ENSCAFT00000015395	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000009697	ENSCAFG00000009697	ENSCAFT00000015407	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
ENSCAFG00000009706	ENSCAFG00000009706	ENSCAFT00000015409	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009716	ENSCAFG00000009716	ENSCAFT00000015427	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000009717	ENSCAFG00000009717	ENSCAFT00000015444	protein_coding	0	5	2	8	0	0	0	0	0	0	0	3	0	5	2	0	0	0	0	0	0	0	0	5	0
ENSCAFG00000009735	ENSCAFG00000009735	ENSCAFT00000015456	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009735	ENSCAFG00000009735	ENSCAFT00000048065	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009769	ENSCAFG00000009769	ENSCAFT00000015516	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000009797	ENSCAFG00000009797	ENSCAFT00000015583	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009797	ENSCAFG00000009797	ENSCAFT00000015587	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009797	ENSCAFG00000009797	ENSCAFT00000015834	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009800	ENSCAFG00000009800	ENSCAFT00000015560	protein_coding	1	1	1	3	0	0	0	0	0	0	0	0	0	4	1	0	0	1	1	0	0	0	0	1	0
ENSCAFG00000009827	ENSCAFG00000009827	ENSCAFT00000015606	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009827	ENSCAFG00000009827	ENSCAFT00000045689	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009900	ENSCAFG00000009900	ENSCAFT00000015747	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009912	ENSCAFG00000009912	ENSCAFT00000015786	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009932	ENSCAFG00000009932	ENSCAFT00000015814	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000009957	ENSCAFG00000009957	ENSCAFT00000015836	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000009966	ENSCAFG00000009966	ENSCAFT00000015852	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009973	ENSCAFG00000009973	ENSCAFT00000015865	protein_coding	2	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	2	0	0	0	0	0	0
ENSCAFG00000009974	ENSCAFG00000009974	ENSCAFT00000015902	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000009998	ENSCAFG00000009998	ENSCAFT00000015924	pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCAFG00000010012	ENSCAFG00000010012	ENSCAFT00000015929	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000010021	ENSCAFG00000010021	ENSCAFT00000015942	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000010023	ENSCAFG00000010023	ENSCAFT00000015944	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000010025	ENSCAFG00000010025	ENSCAFT00000015948	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000010051	ENSCAFG00000010051	ENSCAFT00000015981	pseudogene	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000010065	ENSCAFG00000010065	ENSCAFT00000016013	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000010072	ENSCAFG00000010072	ENSCAFT00000016009	pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSCAFG00000010073	ENSCAFG00000010073	ENSCAFT00000016010	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000010097	ENSCAFG00000010097	ENSCAFT00000011499	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000010109	ENSCAFG00000010109	ENSCAFT00000016064	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000010117	ENSCAFG00000010117	ENSCAFT00000016072	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000010128	ENSCAFG00000010128	ENSCAFT00000016093	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000010139	ENSCAFG00000010139	ENSCAFT00000016117	protein_coding	0	5	1	6	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	5	0
ENSCAFG00000010139	ENSCAFG00000010139	ENSCAFT00000048294	protein_coding	0	3	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0
ENSCAFG00000010142	ENSCAFG00000010142	ENSCAFT00000016114	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000010220	ENSCAFG00000010220	ENSCAFT00000016296	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000010224	ENSCAFG00000010224	ENSCAFT00000016232	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
