# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CBL	ENSCAFG00000012100	ENSCAFT00000019218	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CC2D2A	ENSCAFG00000015345	ENSCAFT00000024358	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCAR1	ENSCAFG00000013761	ENSCAFT00000021848	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CCDC113	ENSCAFG00000008509	ENSCAFT00000013500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC127	ENSCAFG00000011048	ENSCAFT00000017573	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC129	ENSCAFG00000003125	ENSCAFT00000005024	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC129	ENSCAFG00000003125	ENSCAFT00000005026	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC138	ENSCAFG00000001978	ENSCAFT00000003134	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC138	ENSCAFG00000001978	ENSCAFT00000003135	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC142	ENSCAFG00000008471	ENSCAFT00000013437	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC146	ENSCAFG00000004293	ENSCAFT00000006891	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC149	ENSCAFG00000016494	ENSCAFT00000026138	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
CCDC153	ENSCAFG00000023966	ENSCAFT00000037124	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC153	ENSCAFG00000023966	ENSCAFT00000047493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC155	ENSCAFG00000003677	ENSCAFT00000005911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC155	ENSCAFG00000003677	ENSCAFT00000005913	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC159	ENSCAFG00000017432	ENSCAFT00000027627	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC163	ENSCAFG00000004578	ENSCAFT00000007380	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CCDC163	ENSCAFG00000004578	ENSCAFT00000045068	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CCDC17	ENSCAFG00000004490	ENSCAFT00000007232	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CCDC171	ENSCAFG00000001557	ENSCAFT00000002436	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC171	ENSCAFG00000001557	ENSCAFT00000038786	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC174	ENSCAFG00000004495	ENSCAFT00000007247	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC175	ENSCAFG00000015570	ENSCAFT00000024684	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC18	ENSCAFG00000020143	ENSCAFT00000032069	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC18	ENSCAFG00000020143	ENSCAFT00000043757	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC18	ENSCAFG00000020143	ENSCAFT00000050007	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCDC192	ENSCAFG00000000625	ENSCAFT00000000961	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
CCDC22	ENSCAFG00000015922	ENSCAFT00000025232	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC28A	ENSCAFG00000000277	ENSCAFT00000000433	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CCDC30	ENSCAFG00000002549	ENSCAFT00000004023	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CCDC30	ENSCAFG00000002549	ENSCAFT00000004024	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CCDC33	ENSCAFG00000017833	ENSCAFT00000028291	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC33	ENSCAFG00000017833	ENSCAFT00000045389	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CCDC36	ENSCAFG00000011668	ENSCAFT00000018506	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC36	ENSCAFG00000011668	ENSCAFT00000044029	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC50	ENSCAFG00000014058	ENSCAFT00000022316	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC50	ENSCAFG00000014058	ENSCAFT00000022321	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC54	ENSCAFG00000009807	ENSCAFT00000015571	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CCDC57	ENSCAFG00000006048	ENSCAFT00000009779	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC57	ENSCAFG00000006048	ENSCAFT00000045577	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC60	ENSCAFG00000009962	ENSCAFT00000015857	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC60	ENSCAFG00000009962	ENSCAFT00000048505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC68	ENSCAFG00000000144	ENSCAFT00000000233	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC68	ENSCAFG00000000144	ENSCAFT00000000234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC7	ENSCAFG00000003851	ENSCAFT00000006197	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CCDC7	ENSCAFG00000003851	ENSCAFT00000046241	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CCDC78	ENSCAFG00000019621	ENSCAFT00000031182	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CCDC85A	ENSCAFG00000002927	ENSCAFT00000004678	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CCDC86	ENSCAFG00000016456	ENSCAFT00000026081	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC87	ENSCAFG00000012426	ENSCAFT00000019715	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CCDC88A	ENSCAFG00000002796	ENSCAFT00000004477	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC88B	ENSCAFG00000014400	ENSCAFT00000022914	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
CCDC88C	ENSCAFG00000017561	ENSCAFT00000027835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC88C	ENSCAFG00000017561	ENSCAFT00000048191	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC94	ENSCAFG00000019112	ENSCAFT00000030352	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCHCR1	ENSCAFG00000000478	ENSCAFT00000000761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCHCR1	ENSCAFG00000000478	ENSCAFT00000046522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCL1	ENSCAFG00000018347	ENSCAFT00000029143	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
CCL1	ENSCAFG00000018347	ENSCAFT00000044199	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
CCL13	ENSCAFG00000024205	ENSCAFT00000037424	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNA2	ENSCAFG00000004133	ENSCAFT00000006621	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNDBP1	ENSCAFG00000011930	ENSCAFT00000018985	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCNF	ENSCAFG00000019372	ENSCAFT00000030788	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCNO	ENSCAFG00000006753	ENSCAFT00000010874	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCPG1	ENSCAFG00000015925	ENSCAFT00000025233	protein_coding	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
CCPG1	ENSCAFG00000015925	ENSCAFT00000025234	protein_coding	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
CCS	ENSCAFG00000012423	ENSCAFT00000019711	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCS	ENSCAFG00000012423	ENSCAFT00000050047	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CCT6A	ENSCAFG00000010149	ENSCAFT00000016127	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCT8	ENSCAFG00000008687	ENSCAFT00000013841	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CCT8	ENSCAFG00000008687	ENSCAFT00000046887	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
CD101	ENSCAFG00000009839	ENSCAFT00000015624	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD101	ENSCAFG00000009839	ENSCAFT00000048982	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD151	ENSCAFG00000023924	ENSCAFT00000048788	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CD160	ENSCAFG00000011178	ENSCAFT00000017763	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CD164	ENSCAFG00000029011	ENSCAFT00000043772	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CD177	ENSCAFG00000004765	ENSCAFT00000007665	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD177	ENSCAFG00000004765	ENSCAFT00000044247	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD1C	ENSCAFG00000024030	ENSCAFT00000018162	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
CD22	ENSCAFG00000007036	ENSCAFT00000011287	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD274	ENSCAFG00000002120	ENSCAFT00000003346	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD276	ENSCAFG00000017820	ENSCAFT00000028271	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD2AP	ENSCAFG00000002089	ENSCAFT00000003306	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CD302	ENSCAFG00000030080	ENSCAFT00000049520	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD48	ENSCAFG00000031101	ENSCAFT00000045105	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CD5	ENSCAFG00000016332	ENSCAFT00000025910	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD5	ENSCAFG00000016332	ENSCAFT00000038823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD53	ENSCAFG00000019772	ENSCAFT00000031438	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CD5L	ENSCAFG00000016447	ENSCAFT00000026067	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CD5L	ENSCAFG00000016447	ENSCAFT00000038154	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CD6	ENSCAFG00000016378	ENSCAFT00000025972	protein_coding	0	0	1	4	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0
CD63	ENSCAFG00000000064	ENSCAFT00000000112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8A	ENSCAFG00000007464	ENSCAFT00000011952	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
CD8B	ENSCAFG00000007461	ENSCAFT00000011949	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CD8B	ENSCAFG00000007461	ENSCAFT00000036611	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDADC1	ENSCAFG00000004421	ENSCAFT00000007126	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDADC1	ENSCAFG00000004421	ENSCAFT00000049010	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDC14A	ENSCAFG00000020007	ENSCAFT00000031839	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDC20B	ENSCAFG00000006747	ENSCAFT00000010868	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
CDC20B	ENSCAFG00000006747	ENSCAFT00000010869	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
CDC23	ENSCAFG00000001209	ENSCAFT00000001873	protein_coding	0	0	0	4	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC34	ENSCAFG00000029464	ENSCAFT00000045306	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CDC42SE1	ENSCAFG00000012392	ENSCAFT00000019676	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
CDCA2	ENSCAFG00000008962	ENSCAFT00000014238	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDCA2	ENSCAFG00000008962	ENSCAFT00000046597	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDH1	ENSCAFG00000020305	ENSCAFT00000032333	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDH1	ENSCAFG00000020305	ENSCAFT00000032337	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDH10	ENSCAFG00000018996	ENSCAFT00000030188	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDH13	ENSCAFG00000019974	ENSCAFT00000031787	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDH15	ENSCAFG00000019846	ENSCAFT00000031571	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH18	ENSCAFG00000019049	ENSCAFT00000030255	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CDH20	ENSCAFG00000000086	ENSCAFT00000000141	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
CDH4	ENSCAFG00000012436	ENSCAFT00000019847	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDH5	ENSCAFG00000020413	ENSCAFT00000032513	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CDH5	ENSCAFG00000020413	ENSCAFT00000042972	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CDH6	ENSCAFG00000018951	ENSCAFT00000030111	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDHR3	ENSCAFG00000004007	ENSCAFT00000006418	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CDIPT	ENSCAFG00000032759	ENSCAFT00000050099	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CDK10	ENSCAFG00000019820	ENSCAFT00000031527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDK12	ENSCAFG00000016411	ENSCAFT00000026022	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CDK12	ENSCAFG00000016411	ENSCAFT00000045123	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CDK15	ENSCAFG00000012384	ENSCAFT00000019679	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
CDK19	ENSCAFG00000003902	ENSCAFT00000036428	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDK20	ENSCAFG00000002212	ENSCAFT00000003478	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDK5R1	ENSCAFG00000018375	ENSCAFT00000029189	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CDK5RAP1	ENSCAFG00000007403	ENSCAFT00000011867	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDK5RAP1	ENSCAFG00000007403	ENSCAFT00000039522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDK5RAP3	ENSCAFG00000016819	ENSCAFT00000026630	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CDK5RAP3	ENSCAFG00000016819	ENSCAFT00000045144	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDK6	ENSCAFG00000001998	ENSCAFT00000003170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDK7	ENSCAFG00000007748	ENSCAFT00000012387	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CDK7	ENSCAFG00000007748	ENSCAFT00000012388	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CDK9	ENSCAFG00000030200	ENSCAFT00000045008	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDKAL1	ENSCAFG00000010226	ENSCAFT00000016240	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
CDKL4	ENSCAFG00000006354	ENSCAFT00000010270	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDKL4	ENSCAFG00000006354	ENSCAFT00000035709	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CDKN1A	ENSCAFG00000029853	ENSCAFT00000044360	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDKN3	ENSCAFG00000014897	ENSCAFT00000023646	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDON	ENSCAFG00000010499	ENSCAFT00000016704	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0
CDRT4	ENSCAFG00000017926	ENSCAFT00000028449	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDRT4	ENSCAFG00000017926	ENSCAFT00000044484	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CDS1	ENSCAFG00000009166	ENSCAFT00000009719	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
CDS2	ENSCAFG00000006020	ENSCAFT00000009715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDSN	ENSCAFG00000000474	ENSCAFT00000000750	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDSN	ENSCAFG00000000474	ENSCAFT00000046793	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CDT1	ENSCAFG00000019866	ENSCAFT00000031608	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CDX1	ENSCAFG00000018210	ENSCAFT00000028928	protein_coding	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CDYL2	ENSCAFG00000020020	ENSCAFT00000031862	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CEACAM28	ENSCAFG00000004779	ENSCAFT00000007721	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CEACAM28	ENSCAFG00000004779	ENSCAFT00000045512	protein_coding	0	0	2	5	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0
CEACAM28	ENSCAFG00000004779	ENSCAFT00000046568	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CELA1	ENSCAFG00000007774	ENSCAFT00000012413	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CELF2	ENSCAFG00000004973	ENSCAFT00000008021	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
CELSR1	ENSCAFG00000000767	ENSCAFT00000001204	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CELSR1	ENSCAFG00000000767	ENSCAFT00000048271	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CELSR3	ENSCAFG00000029819	ENSCAFT00000042870	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CEMIP	ENSCAFG00000013863	ENSCAFT00000022000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
