# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DCAF15	ENSCAFG00000016398	ENSCAFT00000025997	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DCLK2	ENSCAFG00000007870	ENSCAFT00000012560	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DCLRE1B	ENSCAFG00000009277	ENSCAFT00000014735	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DCTN1	ENSCAFG00000008608	ENSCAFT00000013707	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DCTN1	ENSCAFG00000008608	ENSCAFT00000043956	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DCTN2	ENSCAFG00000000233	ENSCAFT00000000369	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DDA1	ENSCAFG00000031251	ENSCAFT00000024464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDN	ENSCAFG00000008757	ENSCAFT00000013911	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DDX41	ENSCAFG00000016304	ENSCAFT00000025858	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
DDX41	ENSCAFG00000016304	ENSCAFT00000042923	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
DDX5	ENSCAFG00000011713	ENSCAFT00000018595	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDX51	ENSCAFG00000006320	ENSCAFT00000010222	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX54	ENSCAFG00000009029	ENSCAFT00000014352	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDX60	ENSCAFG00000009003	ENSCAFT00000014321	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDX60	ENSCAFG00000009003	ENSCAFT00000044956	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
DENND1C	ENSCAFG00000018636	ENSCAFT00000029583	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DERL3	ENSCAFG00000014095	ENSCAFT00000022379	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DGAT1	ENSCAFG00000024926	ENSCAFT00000002462	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DGAT2	ENSCAFG00000005365	ENSCAFT00000008641	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DGKD	ENSCAFG00000011816	ENSCAFT00000018758	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DGKQ	ENSCAFG00000016708	ENSCAFT00000036168	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DGKZ	ENSCAFG00000009248	ENSCAFT00000014736	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DGKZ	ENSCAFG00000009248	ENSCAFT00000045157	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DHRSX	ENSCAFG00000011067	ENSCAFT00000017611	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DHX16	ENSCAFG00000000427	ENSCAFT00000000685	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DHX38	ENSCAFG00000020228	ENSCAFT00000032225	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
DHX58	ENSCAFG00000015720	ENSCAFT00000024900	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DIAPH1	ENSCAFG00000006149	ENSCAFT00000009962	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DISC1	ENSCAFG00000011736	ENSCAFT00000038168	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DISP1	ENSCAFG00000011358	ENSCAFT00000018051	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DISP1	ENSCAFG00000011358	ENSCAFT00000049302	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DISP3	ENSCAFG00000016596	ENSCAFT00000026281	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DKK2	ENSCAFG00000011087	ENSCAFT00000017641	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DKK3	ENSCAFG00000007845	ENSCAFT00000012527	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLAT	ENSCAFG00000014016	ENSCAFT00000022258	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DLGAP1	ENSCAFG00000018531	ENSCAFT00000029424	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DLK2	ENSCAFG00000001858	ENSCAFT00000002940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DLK2	ENSCAFG00000001858	ENSCAFT00000047736	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLL1	ENSCAFG00000004094	ENSCAFT00000006563	protein_coding	0	0	2	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
DLX5	ENSCAFG00000002191	ENSCAFT00000003444	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DMAP1	ENSCAFG00000004811	ENSCAFT00000007758	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DMBX1	ENSCAFG00000004231	ENSCAFT00000006786	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DMBX1	ENSCAFG00000004231	ENSCAFT00000047515	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DMGDH	ENSCAFG00000009138	ENSCAFT00000014548	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DMGDH	ENSCAFG00000009138	ENSCAFT00000014573	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037697	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037700	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037706	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DMKN	ENSCAFG00000007024	ENSCAFT00000037708	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DNAH6	ENSCAFG00000007917	ENSCAFT00000012661	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNAH6	ENSCAFG00000007917	ENSCAFT00000012666	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000016761	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000045430	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
DNAH7	ENSCAFG00000010384	ENSCAFT00000045656	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
DNAJB2	ENSCAFG00000015223	ENSCAFT00000024161	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DNAJC3	ENSCAFG00000005480	ENSCAFT00000008834	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DNAJC4	ENSCAFG00000014580	ENSCAFT00000023140	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DNAJC4	ENSCAFG00000014580	ENSCAFT00000023141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DNASE2	ENSCAFG00000017115	ENSCAFT00000027110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DNASE2	ENSCAFG00000017115	ENSCAFT00000050049	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DNHD1	ENSCAFG00000006470	ENSCAFT00000010450	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNM2	ENSCAFG00000017651	ENSCAFT00000028009	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DNMT1	ENSCAFG00000017892	ENSCAFT00000028366	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DNMT3B	ENSCAFG00000007268	ENSCAFT00000011678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DNMT3B	ENSCAFG00000007268	ENSCAFT00000011684	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DNMT3B	ENSCAFG00000007268	ENSCAFT00000047850	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DOC2A	ENSCAFG00000017075	ENSCAFT00000027042	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
DOCK1	ENSCAFG00000013062	ENSCAFT00000020801	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
DOCK1	ENSCAFG00000013062	ENSCAFT00000020816	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
DOCK4	ENSCAFG00000003307	ENSCAFT00000005304	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DOCK5	ENSCAFG00000009001	ENSCAFT00000014320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DOK3	ENSCAFG00000016309	ENSCAFT00000025863	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DOK3	ENSCAFG00000016309	ENSCAFT00000045312	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
DOPEY1	ENSCAFG00000002898	ENSCAFT00000004651	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DOPEY1	ENSCAFG00000002898	ENSCAFT00000004654	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DOPEY2	ENSCAFG00000009653	ENSCAFT00000015337	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DOPEY2	ENSCAFG00000009653	ENSCAFT00000042837	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DPH1	ENSCAFG00000019253	ENSCAFT00000030568	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DPH1	ENSCAFG00000019253	ENSCAFT00000048037	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DPP6	ENSCAFG00000005036	ENSCAFT00000008117	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
DPY19L3	ENSCAFG00000007575	ENSCAFT00000012133	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DPY19L3	ENSCAFG00000007575	ENSCAFT00000037089	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DRAXIN	ENSCAFG00000016575	ENSCAFT00000026251	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DRP2	ENSCAFG00000017618	ENSCAFT00000027938	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DSG1	ENSCAFG00000018064	ENSCAFT00000028696	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DSG1	ENSCAFG00000018064	ENSCAFT00000035921	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DST	ENSCAFG00000002413	ENSCAFT00000043203	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DTX4	ENSCAFG00000007651	ENSCAFT00000012238	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DUOX1	ENSCAFG00000013715	ENSCAFT00000021757	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DUOX2	ENSCAFG00000013693	ENSCAFT00000021716	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DUOXA1	ENSCAFG00000013707	ENSCAFT00000021740	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUOXA2	ENSCAFG00000013701	ENSCAFT00000021730	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DUS1L	ENSCAFG00000005952	ENSCAFT00000009615	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DUS1L	ENSCAFG00000005952	ENSCAFT00000045880	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
DUS4L	ENSCAFG00000003919	ENSCAFT00000006298	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DUSP6	ENSCAFG00000006100	ENSCAFT00000009874	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DXO	ENSCAFG00000000694	ENSCAFT00000001079	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DYNC1I1	ENSCAFG00000002143	ENSCAFT00000003385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EBF3	ENSCAFG00000013267	ENSCAFT00000021050	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EBI3	ENSCAFG00000019114	ENSCAFT00000030356	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
EBI3	ENSCAFG00000019114	ENSCAFT00000048800	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
ECHDC1	ENSCAFG00000001069	ENSCAFT00000001635	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EDAR	ENSCAFG00000001970	ENSCAFT00000003121	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EEF2	ENSCAFG00000019158	ENSCAFT00000030426	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EEFSEC	ENSCAFG00000004135	ENSCAFT00000006626	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EFL1	ENSCAFG00000013671	ENSCAFT00000021731	protein_coding	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
EFR3A	ENSCAFG00000001100	ENSCAFT00000001676	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EGF	ENSCAFG00000011532	ENSCAFT00000018307	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EGF	ENSCAFG00000011532	ENSCAFT00000048907	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EGFL8	ENSCAFG00000000768	ENSCAFT00000001197	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EHBP1L1	ENSCAFG00000013463	ENSCAFT00000021355	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EHBP1L1	ENSCAFG00000013463	ENSCAFT00000043667	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EHMT2	ENSCAFG00000000669	ENSCAFT00000001040	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EIF2AK4	ENSCAFG00000008775	ENSCAFT00000014032	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF2B4	ENSCAFG00000004888	ENSCAFT00000007864	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EIF2B4	ENSCAFG00000004888	ENSCAFT00000035738	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3J	ENSCAFG00000013577	ENSCAFT00000021535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EIF5B	ENSCAFG00000002278	ENSCAFT00000003577	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EIF5B	ENSCAFG00000002278	ENSCAFT00000049978	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELANE	ENSCAFG00000019669	ENSCAFT00000031271	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ELL	ENSCAFG00000014770	ENSCAFT00000023447	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ELOVL4	ENSCAFG00000030132	ENSCAFT00000047184	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EMILIN1	ENSCAFG00000004662	ENSCAFT00000007501	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
EML1	ENSCAFG00000017867	ENSCAFT00000028368	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
EML1	ENSCAFG00000017867	ENSCAFT00000028371	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
EML3	ENSCAFG00000015795	ENSCAFT00000025031	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
EML6	ENSCAFG00000002762	ENSCAFT00000004419	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EML6	ENSCAFG00000002762	ENSCAFT00000045075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000000101	ENSCAFG00000000101	ENSCAFT00000000160	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000000183	ENSCAFG00000000183	ENSCAFT00000000291	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000000225	ENSCAFG00000000225	ENSCAFT00000000358	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000000326	ENSCAFG00000000326	ENSCAFT00000044228	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000000701	ENSCAFG00000000701	ENSCAFT00000001104	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000000701	ENSCAFG00000000701	ENSCAFT00000047595	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000000854	ENSCAFG00000000854	ENSCAFT00000013348	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000000866	ENSCAFG00000000866	ENSCAFT00000001347	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000866	ENSCAFG00000000866	ENSCAFT00000050141	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000000902	ENSCAFG00000000902	ENSCAFT00000001400	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001011	ENSCAFG00000001011	ENSCAFT00000001553	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001102	ENSCAFG00000001102	ENSCAFT00000001678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001285	ENSCAFG00000001285	ENSCAFT00000001992	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001369	ENSCAFG00000001369	ENSCAFT00000002115	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000001499	ENSCAFG00000001499	ENSCAFT00000002339	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001504	ENSCAFG00000001504	ENSCAFT00000002344	pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001564	ENSCAFG00000001564	ENSCAFT00000002445	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSCAFG00000001576	ENSCAFG00000001576	ENSCAFT00000002479	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001576	ENSCAFG00000001576	ENSCAFT00000045893	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001588	ENSCAFG00000001588	ENSCAFT00000002494	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001689	ENSCAFG00000001689	ENSCAFT00000002644	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000001689	ENSCAFG00000001689	ENSCAFT00000044769	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000001830	ENSCAFG00000001830	ENSCAFT00000002885	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSCAFG00000001853	ENSCAFG00000001853	ENSCAFT00000002921	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001853	ENSCAFG00000001853	ENSCAFT00000042912	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000001905	ENSCAFG00000001905	ENSCAFT00000003018	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000002088	ENSCAFG00000002088	ENSCAFT00000003303	pseudogene	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002133	ENSCAFG00000002133	ENSCAFT00000003367	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000002346	ENSCAFG00000002346	ENSCAFT00000003672	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000002360	ENSCAFG00000002360	ENSCAFT00000003706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002375	ENSCAFG00000002375	ENSCAFT00000003728	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000002524	ENSCAFG00000002524	ENSCAFT00000003982	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000002560	ENSCAFG00000002560	ENSCAFT00000004038	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000002712	ENSCAFG00000002712	ENSCAFT00000004299	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000002717	ENSCAFG00000002717	ENSCAFT00000004311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
