# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000003493	ENSCAFG00000003493	ENSCAFT00000005615	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000003676	ENSCAFG00000003676	ENSCAFT00000005906	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000003742	ENSCAFG00000003742	ENSCAFT00000006024	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000003743	ENSCAFG00000003743	ENSCAFT00000006023	protein_coding	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0
ENSCAFG00000004078	ENSCAFG00000004078	ENSCAFT00000006533	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000004291	ENSCAFG00000004291	ENSCAFT00000006889	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000004330	ENSCAFG00000004330	ENSCAFT00000006960	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000004458	ENSCAFG00000004458	ENSCAFT00000007188	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000004463	ENSCAFG00000004463	ENSCAFT00000007197	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSCAFG00000004521	ENSCAFG00000004521	ENSCAFT00000007289	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004534	ENSCAFG00000004534	ENSCAFT00000007307	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004640	ENSCAFG00000004640	ENSCAFT00000007474	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000004782	ENSCAFG00000004782	ENSCAFT00000007708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004823	ENSCAFG00000004823	ENSCAFT00000007769	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000005230	ENSCAFG00000005230	ENSCAFT00000008452	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000005298	ENSCAFG00000005298	ENSCAFT00000008538	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000005434	ENSCAFG00000005434	ENSCAFT00000008740	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000005436	ENSCAFG00000005436	ENSCAFT00000008741	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000005442	ENSCAFG00000005442	ENSCAFT00000008781	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSCAFG00000005516	ENSCAFG00000005516	ENSCAFT00000008891	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000005538	ENSCAFG00000005538	ENSCAFT00000008925	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000005672	ENSCAFG00000005672	ENSCAFT00000009133	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSCAFG00000005717	ENSCAFG00000005717	ENSCAFT00000009249	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000005717	ENSCAFG00000005717	ENSCAFT00000049028	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSCAFG00000005717	ENSCAFG00000005717	ENSCAFT00000049432	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000005742	ENSCAFG00000005742	ENSCAFT00000009246	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000005758	ENSCAFG00000005758	ENSCAFT00000009285	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005758	ENSCAFG00000005758	ENSCAFT00000049856	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSCAFG00000005762	ENSCAFG00000005762	ENSCAFT00000009290	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000005851	ENSCAFG00000005851	ENSCAFT00000009437	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000005912	ENSCAFG00000005912	ENSCAFT00000009566	pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006084	ENSCAFG00000006084	ENSCAFT00000009848	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000006110	ENSCAFG00000006110	ENSCAFT00000009888	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSCAFG00000006135	ENSCAFG00000006135	ENSCAFT00000009927	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000006513	ENSCAFG00000006513	ENSCAFT00000010520	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000006545	ENSCAFG00000006545	ENSCAFT00000010563	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000006545	ENSCAFG00000006545	ENSCAFT00000044163	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006545	ENSCAFG00000006545	ENSCAFT00000045784	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000006663	ENSCAFG00000006663	ENSCAFT00000024318	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0
ENSCAFG00000006677	ENSCAFG00000006677	ENSCAFT00000010755	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSCAFG00000006679	ENSCAFG00000006679	ENSCAFT00000010756	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000006738	ENSCAFG00000006738	ENSCAFT00000010842	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007081	ENSCAFG00000007081	ENSCAFT00000011351	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSCAFG00000007094	ENSCAFG00000007094	ENSCAFT00000011376	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000007214	ENSCAFG00000007214	ENSCAFT00000011565	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000007230	ENSCAFG00000007230	ENSCAFT00000011589	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007265	ENSCAFG00000007265	ENSCAFT00000011631	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
ENSCAFG00000007532	ENSCAFG00000007532	ENSCAFT00000012049	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000007867	ENSCAFG00000007867	ENSCAFT00000012579	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000007877	ENSCAFG00000007877	ENSCAFT00000012583	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007983	ENSCAFG00000007983	ENSCAFT00000012776	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSCAFG00000007983	ENSCAFG00000007983	ENSCAFT00000012787	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSCAFG00000008026	ENSCAFG00000008026	ENSCAFT00000012811	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000008026	ENSCAFG00000008026	ENSCAFT00000043802	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000008106	ENSCAFG00000008106	ENSCAFT00000012902	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000008109	ENSCAFG00000008109	ENSCAFT00000012910	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000008115	ENSCAFG00000008115	ENSCAFT00000012921	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008172	ENSCAFG00000008172	ENSCAFT00000013006	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000008172	ENSCAFG00000008172	ENSCAFT00000048563	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000008318	ENSCAFG00000008318	ENSCAFT00000013226	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008318	ENSCAFG00000008318	ENSCAFT00000046215	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008448	ENSCAFG00000008448	ENSCAFT00000013469	protein_coding	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
ENSCAFG00000008655	ENSCAFG00000008655	ENSCAFT00000013731	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSCAFG00000008657	ENSCAFG00000008657	ENSCAFT00000013754	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000008741	ENSCAFG00000008741	ENSCAFT00000014024	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000008814	ENSCAFG00000008814	ENSCAFT00000014012	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSCAFG00000008815	ENSCAFG00000008815	ENSCAFT00000013998	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008888	ENSCAFG00000008888	ENSCAFT00000014101	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000008920	ENSCAFG00000008920	ENSCAFT00000014158	pseudogene	1	0	0	2	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0
ENSCAFG00000008928	ENSCAFG00000008928	ENSCAFT00000014176	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008981	ENSCAFG00000008981	ENSCAFT00000014280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000008981	ENSCAFG00000008981	ENSCAFT00000014289	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000009134	ENSCAFG00000009134	ENSCAFT00000014537	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009134	ENSCAFG00000009134	ENSCAFT00000046137	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009198	ENSCAFG00000009198	ENSCAFT00000014622	pseudogene	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0
ENSCAFG00000009417	ENSCAFG00000009417	ENSCAFT00000014981	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000009657	ENSCAFG00000009657	ENSCAFT00000015344	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSCAFG00000009797	ENSCAFG00000009797	ENSCAFT00000015583	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000009797	ENSCAFG00000009797	ENSCAFT00000015587	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000009827	ENSCAFG00000009827	ENSCAFT00000015606	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009827	ENSCAFG00000009827	ENSCAFT00000045689	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000009915	ENSCAFG00000009915	ENSCAFT00000015812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000009957	ENSCAFG00000009957	ENSCAFT00000015836	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000009973	ENSCAFG00000009973	ENSCAFT00000015865	protein_coding	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	2	0	0	0
ENSCAFG00000010224	ENSCAFG00000010224	ENSCAFT00000016232	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSCAFG00000010422	ENSCAFG00000010422	ENSCAFT00000016549	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000010506	ENSCAFG00000010506	ENSCAFT00000016700	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000010702	ENSCAFG00000010702	ENSCAFT00000017027	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000010760	ENSCAFG00000010760	ENSCAFT00000017193	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000010825	ENSCAFG00000010825	ENSCAFT00000017200	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000011083	ENSCAFG00000011083	ENSCAFT00000017636	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000011192	ENSCAFG00000011192	ENSCAFT00000017787	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000011218	ENSCAFG00000011218	ENSCAFT00000017837	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000011263	ENSCAFG00000011263	ENSCAFT00000017895	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000011332	ENSCAFG00000011332	ENSCAFT00000018010	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000011362	ENSCAFG00000011362	ENSCAFT00000018069	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSCAFG00000011505	ENSCAFG00000011505	ENSCAFT00000018259	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000011541	ENSCAFG00000011541	ENSCAFT00000018304	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000011588	ENSCAFG00000011588	ENSCAFT00000044844	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000011612	ENSCAFG00000011612	ENSCAFT00000018422	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000011630	ENSCAFG00000011630	ENSCAFT00000048008	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000011658	ENSCAFG00000011658	ENSCAFT00000018497	pseudogene	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
ENSCAFG00000011783	ENSCAFG00000011783	ENSCAFT00000018702	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000011954	ENSCAFG00000011954	ENSCAFT00000018984	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000012160	ENSCAFG00000012160	ENSCAFT00000019364	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000012160	ENSCAFG00000012160	ENSCAFT00000019384	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000012281	ENSCAFG00000012281	ENSCAFT00000019600	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000012281	ENSCAFG00000012281	ENSCAFT00000019632	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000012296	ENSCAFG00000012296	ENSCAFT00000019526	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSCAFG00000012306	ENSCAFG00000012306	ENSCAFT00000019629	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000012306	ENSCAFG00000012306	ENSCAFT00000047913	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000012422	ENSCAFG00000012422	ENSCAFT00000019712	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000012482	ENSCAFG00000012482	ENSCAFT00000019818	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000012573	ENSCAFG00000012573	ENSCAFT00000019967	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000012637	ENSCAFG00000012637	ENSCAFT00000020060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000012668	ENSCAFG00000012668	ENSCAFT00000020104	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000012744	ENSCAFG00000012744	ENSCAFT00000020246	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000012839	ENSCAFG00000012839	ENSCAFT00000020360	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000012865	ENSCAFG00000012865	ENSCAFT00000020446	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSCAFG00000012937	ENSCAFG00000012937	ENSCAFT00000020552	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000013060	ENSCAFG00000013060	ENSCAFT00000020752	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000013060	ENSCAFG00000013060	ENSCAFT00000048370	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013064	ENSCAFG00000013064	ENSCAFT00000020756	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000013064	ENSCAFG00000013064	ENSCAFT00000048663	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000013319	ENSCAFG00000013319	ENSCAFT00000021129	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000013342	ENSCAFG00000013342	ENSCAFT00000021178	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013342	ENSCAFG00000013342	ENSCAFT00000046561	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013374	ENSCAFG00000013374	ENSCAFT00000021233	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000013395	ENSCAFG00000013395	ENSCAFT00000021257	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSCAFG00000013430	ENSCAFG00000013430	ENSCAFT00000046927	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
ENSCAFG00000013668	ENSCAFG00000013668	ENSCAFT00000021687	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000013781	ENSCAFG00000013781	ENSCAFT00000021875	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013934	ENSCAFG00000013934	ENSCAFT00000011274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000014025	ENSCAFG00000014025	ENSCAFT00000022319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000014044	ENSCAFG00000014044	ENSCAFT00000022201	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000014077	ENSCAFG00000014077	ENSCAFT00000022363	pseudogene	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSCAFG00000014144	ENSCAFG00000014144	ENSCAFT00000022455	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000014169	ENSCAFG00000014169	ENSCAFT00000022490	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSCAFG00000014207	ENSCAFG00000014207	ENSCAFT00000022592	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000014227	ENSCAFG00000014227	ENSCAFT00000022582	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000014246	ENSCAFG00000014246	ENSCAFT00000022628	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000014256	ENSCAFG00000014256	ENSCAFT00000022652	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000014321	ENSCAFG00000014321	ENSCAFT00000022751	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000014378	ENSCAFG00000014378	ENSCAFT00000022912	pseudogene	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
ENSCAFG00000014380	ENSCAFG00000014380	ENSCAFT00000022863	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000014649	ENSCAFG00000014649	ENSCAFT00000023255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000014691	ENSCAFG00000014691	ENSCAFT00000023339	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000014958	ENSCAFG00000014958	ENSCAFT00000023731	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000014970	ENSCAFG00000014970	ENSCAFT00000023741	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000014973	ENSCAFG00000014973	ENSCAFT00000045187	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSCAFG00000014977	ENSCAFG00000014977	ENSCAFT00000037585	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSCAFG00000015330	ENSCAFG00000015330	ENSCAFT00000024334	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000015438	ENSCAFG00000015438	ENSCAFT00000024492	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000015649	ENSCAFG00000015649	ENSCAFT00000024799	pseudogene	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0
ENSCAFG00000015686	ENSCAFG00000015686	ENSCAFT00000024843	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000015686	ENSCAFG00000015686	ENSCAFT00000044418	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000015899	ENSCAFG00000015899	ENSCAFT00000025206	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000015927	ENSCAFG00000015927	ENSCAFT00000025230	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000016098	ENSCAFG00000016098	ENSCAFT00000025557	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000016099	ENSCAFG00000016099	ENSCAFT00000025543	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSCAFG00000016129	ENSCAFG00000016129	ENSCAFT00000025598	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000016263	ENSCAFG00000016263	ENSCAFT00000013750	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
