# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ENSCAFG00000000823	ENSCAFG00000000823	ENSCAFT00000001291	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000000866	ENSCAFG00000000866	ENSCAFT00000001347	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000866	ENSCAFG00000000866	ENSCAFT00000050141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000000877	ENSCAFG00000000877	ENSCAFT00000001362	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000000902	ENSCAFG00000000902	ENSCAFT00000001400	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSCAFG00000001011	ENSCAFG00000001011	ENSCAFT00000001553	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001074	ENSCAFG00000001074	ENSCAFT00000001642	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000001085	ENSCAFG00000001085	ENSCAFT00000001654	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSCAFG00000001085	ENSCAFG00000001085	ENSCAFT00000042865	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ENSCAFG00000001085	ENSCAFG00000001085	ENSCAFT00000044997	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ENSCAFG00000001102	ENSCAFG00000001102	ENSCAFT00000001678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001129	ENSCAFG00000001129	ENSCAFT00000001729	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000001138	ENSCAFG00000001138	ENSCAFT00000001763	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000001161	ENSCAFG00000001161	ENSCAFT00000001792	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
ENSCAFG00000001161	ENSCAFG00000001161	ENSCAFT00000050108	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSCAFG00000001195	ENSCAFG00000001195	ENSCAFT00000001847	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000001199	ENSCAFG00000001199	ENSCAFT00000001850	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSCAFG00000001285	ENSCAFG00000001285	ENSCAFT00000001992	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000001309	ENSCAFG00000001309	ENSCAFT00000002029	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0
ENSCAFG00000001434	ENSCAFG00000001434	ENSCAFT00000002249	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001457	ENSCAFG00000001457	ENSCAFT00000002272	protein_coding	1	2	3	1	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	2	0
ENSCAFG00000001457	ENSCAFG00000001457	ENSCAFT00000048541	protein_coding	0	1	1	5	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	1	0
ENSCAFG00000001472	ENSCAFG00000001472	ENSCAFT00000002291	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000001576	ENSCAFG00000001576	ENSCAFT00000002479	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000001576	ENSCAFG00000001576	ENSCAFT00000045893	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000001582	ENSCAFG00000001582	ENSCAFT00000037535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001582	ENSCAFG00000001582	ENSCAFT00000045806	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001588	ENSCAFG00000001588	ENSCAFT00000002494	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001634	ENSCAFG00000001634	ENSCAFT00000002571	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000001646	ENSCAFG00000001646	ENSCAFT00000002577	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000001646	ENSCAFG00000001646	ENSCAFT00000035232	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000001783	ENSCAFG00000001783	ENSCAFT00000002800	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSCAFG00000001853	ENSCAFG00000001853	ENSCAFT00000002921	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ENSCAFG00000001853	ENSCAFG00000001853	ENSCAFT00000042912	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000001902	ENSCAFG00000001902	ENSCAFT00000003012	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001902	ENSCAFG00000001902	ENSCAFT00000046860	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001902	ENSCAFG00000001902	ENSCAFT00000048763	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000001986	ENSCAFG00000001986	ENSCAFT00000003143	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000001991	ENSCAFG00000001991	ENSCAFT00000003153	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000002024	ENSCAFG00000002024	ENSCAFT00000003205	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000002042	ENSCAFG00000002042	ENSCAFT00000003239	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000002071	ENSCAFG00000002071	ENSCAFT00000003281	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000002106	ENSCAFG00000002106	ENSCAFT00000003327	protein_coding	1	0	3	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
ENSCAFG00000002145	ENSCAFG00000002145	ENSCAFT00000003375	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000002145	ENSCAFG00000002145	ENSCAFT00000046274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000002155	ENSCAFG00000002155	ENSCAFT00000003391	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
ENSCAFG00000002218	ENSCAFG00000002218	ENSCAFT00000003482	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000002230	ENSCAFG00000002230	ENSCAFT00000003517	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000002230	ENSCAFG00000002230	ENSCAFT00000043060	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000002230	ENSCAFG00000002230	ENSCAFT00000048854	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000002325	ENSCAFG00000002325	ENSCAFT00000003642	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000002335	ENSCAFG00000002335	ENSCAFT00000003655	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000002346	ENSCAFG00000002346	ENSCAFT00000003672	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000002395	ENSCAFG00000002395	ENSCAFT00000003753	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSCAFG00000002560	ENSCAFG00000002560	ENSCAFT00000004038	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSCAFG00000002577	ENSCAFG00000002577	ENSCAFT00000004058	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000002665	ENSCAFG00000002665	ENSCAFT00000004203	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000002674	ENSCAFG00000002674	ENSCAFT00000004230	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000002712	ENSCAFG00000002712	ENSCAFT00000004299	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000002922	ENSCAFG00000002922	ENSCAFT00000004672	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000003071	ENSCAFG00000003071	ENSCAFT00000004929	pseudogene	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
ENSCAFG00000003098	ENSCAFG00000003098	ENSCAFT00000044087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000003248	ENSCAFG00000003248	ENSCAFT00000005218	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000003564	ENSCAFG00000003564	ENSCAFT00000005720	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000003769	ENSCAFG00000003769	ENSCAFT00000006060	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000003804	ENSCAFG00000003804	ENSCAFT00000038030	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000003847	ENSCAFG00000003847	ENSCAFT00000006187	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000004001	ENSCAFG00000004001	ENSCAFT00000006406	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004388	ENSCAFG00000004388	ENSCAFT00000007069	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000004534	ENSCAFG00000004534	ENSCAFT00000007307	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000004690	ENSCAFG00000004690	ENSCAFT00000014379	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000004690	ENSCAFG00000004690	ENSCAFT00000049437	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000004716	ENSCAFG00000004716	ENSCAFT00000007594	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000004803	ENSCAFG00000004803	ENSCAFT00000007735	pseudogene	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
ENSCAFG00000004837	ENSCAFG00000004837	ENSCAFT00000039000	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000005079	ENSCAFG00000005079	ENSCAFT00000008170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000005079	ENSCAFG00000005079	ENSCAFT00000044965	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000005083	ENSCAFG00000005083	ENSCAFT00000008173	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005083	ENSCAFG00000005083	ENSCAFT00000047873	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000005629	ENSCAFG00000005629	ENSCAFT00000009057	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000005648	ENSCAFG00000005648	ENSCAFT00000009086	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000005735	ENSCAFG00000005735	ENSCAFT00000009238	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000005869	ENSCAFG00000005869	ENSCAFT00000048379	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006053	ENSCAFG00000006053	ENSCAFT00000009789	pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000006524	ENSCAFG00000006524	ENSCAFT00000043669	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007265	ENSCAFG00000007265	ENSCAFT00000011631	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
ENSCAFG00000007543	ENSCAFG00000007543	ENSCAFT00000012068	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSCAFG00000007622	ENSCAFG00000007622	ENSCAFT00000012186	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSCAFG00000007628	ENSCAFG00000007628	ENSCAFT00000012196	pseudogene	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0
ENSCAFG00000007705	ENSCAFG00000007705	ENSCAFT00000012556	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000007808	ENSCAFG00000007808	ENSCAFT00000012468	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007808	ENSCAFG00000007808	ENSCAFT00000036248	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007808	ENSCAFG00000007808	ENSCAFT00000047120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000007811	ENSCAFG00000007811	ENSCAFT00000019394	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSCAFG00000007983	ENSCAFG00000007983	ENSCAFT00000012776	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCAFG00000007983	ENSCAFG00000007983	ENSCAFT00000012787	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCAFG00000008588	ENSCAFG00000008588	ENSCAFT00000013644	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000008588	ENSCAFG00000008588	ENSCAFT00000013674	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000008657	ENSCAFG00000008657	ENSCAFT00000013754	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000008920	ENSCAFG00000008920	ENSCAFT00000014158	pseudogene	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
ENSCAFG00000009452	ENSCAFG00000009452	ENSCAFT00000015031	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000009769	ENSCAFG00000009769	ENSCAFT00000015516	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000009932	ENSCAFG00000009932	ENSCAFT00000015814	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSCAFG00000009957	ENSCAFG00000009957	ENSCAFT00000015836	protein_coding	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000009991	ENSCAFG00000009991	ENSCAFT00000015878	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSCAFG00000009998	ENSCAFG00000009998	ENSCAFT00000015924	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000010097	ENSCAFG00000010097	ENSCAFT00000011499	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000010391	ENSCAFG00000010391	ENSCAFT00000016507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000010391	ENSCAFG00000010391	ENSCAFT00000044501	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000010412	ENSCAFG00000010412	ENSCAFT00000016561	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000010433	ENSCAFG00000010433	ENSCAFT00000016560	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000010506	ENSCAFG00000010506	ENSCAFT00000016700	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000010570	ENSCAFG00000010570	ENSCAFT00000016818	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000010570	ENSCAFG00000010570	ENSCAFT00000050119	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000010678	ENSCAFG00000010678	ENSCAFT00000017019	pseudogene	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSCAFG00000010702	ENSCAFG00000010702	ENSCAFT00000017027	pseudogene	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	4	0	1	1	0	0	0	0
ENSCAFG00000010867	ENSCAFG00000010867	ENSCAFT00000017631	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000011119	ENSCAFG00000011119	ENSCAFT00000017689	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000011168	ENSCAFG00000011168	ENSCAFT00000017753	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000011218	ENSCAFG00000011218	ENSCAFT00000017837	pseudogene	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000011855	ENSCAFG00000011855	ENSCAFT00000023244	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSCAFG00000012034	ENSCAFG00000012034	ENSCAFT00000019103	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000012240	ENSCAFG00000012240	ENSCAFT00000019447	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000012573	ENSCAFG00000012573	ENSCAFT00000019967	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000012593	ENSCAFG00000012593	ENSCAFT00000020009	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000012690	ENSCAFG00000012690	ENSCAFT00000020128	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000013240	ENSCAFG00000013240	ENSCAFT00000021062	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000013253	ENSCAFG00000013253	ENSCAFT00000021143	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSCAFG00000013328	ENSCAFG00000013328	ENSCAFT00000021161	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSCAFG00000013365	ENSCAFG00000013365	ENSCAFT00000021218	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000013515	ENSCAFG00000013515	ENSCAFT00000021459	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
ENSCAFG00000013668	ENSCAFG00000013668	ENSCAFT00000021687	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000013709	ENSCAFG00000013709	ENSCAFT00000021763	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCAFG00000013709	ENSCAFG00000013709	ENSCAFT00000031387	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSCAFG00000013718	ENSCAFG00000013718	ENSCAFT00000021764	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000013768	ENSCAFG00000013768	ENSCAFT00000021855	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000013770	ENSCAFG00000013770	ENSCAFT00000021851	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013770	ENSCAFG00000013770	ENSCAFT00000048682	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSCAFG00000013809	ENSCAFG00000013809	ENSCAFT00000021917	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000013809	ENSCAFG00000013809	ENSCAFT00000045170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000013883	ENSCAFG00000013883	ENSCAFT00000022080	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000013883	ENSCAFG00000013883	ENSCAFT00000043499	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSCAFG00000013987	ENSCAFG00000013987	ENSCAFT00000022278	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000014021	ENSCAFG00000014021	ENSCAFT00000022255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000014044	ENSCAFG00000014044	ENSCAFT00000022201	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSCAFG00000014120	ENSCAFG00000014120	ENSCAFT00000022433	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000014120	ENSCAFG00000014120	ENSCAFT00000044659	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000014169	ENSCAFG00000014169	ENSCAFT00000022490	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0
ENSCAFG00000014312	ENSCAFG00000014312	ENSCAFT00000022743	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSCAFG00000014399	ENSCAFG00000014399	ENSCAFT00000032248	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSCAFG00000014564	ENSCAFG00000014564	ENSCAFT00000023122	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000014564	ENSCAFG00000014564	ENSCAFT00000045198	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000014564	ENSCAFG00000014564	ENSCAFT00000046073	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSCAFG00000014627	ENSCAFG00000014627	ENSCAFT00000023215	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
